CampaignID,CampaignName,PlatformID,CampaignTypeID,IndustryID,CampaignObjective,StartDate,EndDate,CampaignDuration,Status,Budget,Cost,Revenue,Profit,ROI,ROAS,Impressions,Reach,Clicks,CTR,CPC,CPM,Conversions,ConversionRate,TargetAudience,DeviceTarget,Region,IsViral,IsLossMaking
CAM005474,Visionary high-level emulation,2,2,2,Conversion,2026-06-03,2026-07-18,45,Completed,20230.82,76473.28,191475.1,115001.82,150.38,2.5,1476522,1038221,54008,0.03658,1.42,51.79,3202,0.05929,B2C,Mobile,North America,False,False
CAM005475,Persevering foreground synergy,1,4,1,Conversion,2025-08-07,2025-11-05,90,Completed,1820.01,9632.52,28707.87,19075.35,198.03,2.98,135662,90146,4231,0.03119,2.28,71.0,276,0.06523,B2B,Mobile,Europe,False,False
CAM005476,Customizable system-worthy encoding,4,5,10,Retention,2026-04-15,2026-05-15,30,Completed,28668.66,46626.55,64224.31,17597.76,37.74,1.38,1124075,163066,16135,0.01435,2.89,41.48,741,0.04593,B2C,All,Europe,False,True
CAM005477,Organic upward-trending installation,2,1,9,Retention,2024-09-13,2024-10-13,30,Completed,6975.31,24311.75,69718.48,45406.73,186.77,2.87,433447,201958,14660,0.03382,1.66,56.09,923,0.06296,B2C,All,North America,False,False
CAM005478,Multi-lateral attitude-oriented help-desk,3,6,9,Retention,2025-03-26,2025-04-25,30,Paused,542.62,741.13,644.37,-96.76,-13.06,0.87,32435,8023,417,0.01287,1.78,22.85,18,0.04317,B2B,All,Europe,False,True
CAM005479,Realigned motivating archive,6,4,7,Brand Awareness,2026-07-15,2026-10-13,90,Completed,18649.58,7199.56,19358.58,12159.02,168.89,2.69,776288,651389,8150,0.0105,0.88,9.27,401,0.0492,B2C,All,North America,False,False
CAM005480,Multi-lateral solution-oriented matrices,2,4,2,Brand Awareness,2026-02-09,2026-04-10,60,Active,11912.05,34041.17,103677.52,69636.35,204.57,3.05,743137,161872,21804,0.02934,1.56,45.81,932,0.04274,B2C,All,Asia-Pacific,False,False
CAM005481,Robust discrete knowledge user,4,6,9,Brand Awareness,2025-06-12,2025-08-11,60,Completed,13780.64,26464.99,72956.21,46491.22,175.67,2.76,743977,117473,9499,0.01277,2.79,35.57,313,0.03295,B2B,Desktop,Asia-Pacific,False,False
CAM005482,Operative discrete open system,6,1,1,Conversion,2026-04-12,2026-05-12,30,Completed,38741.75,26227.92,65520.05,39292.14,149.81,2.5,1947407,166980,28851,0.01482,0.91,13.47,1853,0.06423,B2C,All,Europe,False,False
CAM005483,De-engineered national encryption,7,6,6,Lead Generation,2026-01-10,2026-02-09,30,Paused,17890.79,13619.6,38193.94,24574.34,180.43,2.8,470061,217537,2204,0.00469,6.18,28.97,92,0.04174,B2B,Desktop,Global,False,False
CAM005484,Vision-oriented incremental service-desk,7,3,2,Lead Generation,2026-03-25,2026-05-09,45,Completed,28541.38,54692.18,135174.78,80482.6,147.16,2.47,1376831,377955,11166,0.00811,4.9,39.72,615,0.05508,B2C,All,Global,False,False
CAM005485,Reduced static challenge,3,3,7,Retention,2024-10-23,2025-01-21,90,Completed,5355.65,20635.35,9988.14,-10647.21,-30.0,0.48,395304,260722,9401,0.02378,2.2,52.2,580,0.0617,B2C,All,Europe,False,True
CAM005486,Robust empowering utilization,5,5,8,Retention,2024-12-15,2025-01-14,30,Paused,47294.4,54048.73,147714.38,93665.66,173.3,2.73,3762425,2332468,38775,0.01031,1.39,14.37,1545,0.03985,B2B,Mobile,Asia-Pacific,False,False
CAM005487,Horizontal global functionalities,4,3,1,Retention,2025-09-22,2025-10-22,30,Completed,47856.98,184180.54,506546.91,322366.37,175.03,2.75,2485541,728912,46356,0.01865,3.97,74.1,1991,0.04295,B2C,All,Asia-Pacific,False,False
CAM005488,Decentralized attitude-oriented installation,6,3,5,Conversion,2026-03-09,2026-04-23,45,Completed,124995.64,78832.52,153141.17,74308.65,94.26,1.94,6483486,4707327,85690,0.01322,0.92,12.16,4444,0.05186,B2B,Desktop,Europe,False,True
CAM005489,Operative motivating circuit,4,3,3,Lead Generation,2026-03-11,2026-04-25,45,Completed,20582.57,33950.95,35337.43,1386.47,4.08,1.04,746798,241535,15967,0.02138,2.13,45.46,1086,0.06802,B2B,All,North America,False,True
CAM005490,Re-engineered modular product,7,4,3,Lead Generation,2025-03-21,2025-05-20,60,Completed,75458.25,118693.1,294807.74,176114.65,148.38,2.48,2520175,1283059,21242,0.00843,5.59,47.1,1144,0.05386,B2B,All,Latin America,False,False
CAM005491,Visionary dedicated contingency,6,5,4,Lead Generation,2025-10-22,2025-11-21,30,Completed,35213.66,16963.49,49845.76,32882.27,193.84,2.94,1663872,902091,16344,0.00982,1.04,10.2,607,0.03714,B2C,All,Europe,False,False
CAM005492,Persevering 24/7 concept,1,1,10,Retention,2025-02-28,2025-03-30,30,Completed,10393.24,93216.72,635712.68,542495.97,581.97,6.82,989946,392341,36849,0.03722,2.53,94.16,2649,0.07189,B2C,Mobile,Europe,True,False
CAM005493,Decentralized intangible firmware,4,3,1,Retention,2025-04-18,2025-06-02,45,Completed,21675.87,59779.65,173309.96,113530.32,189.91,2.9,1040486,207906,23738,0.02282,2.52,57.45,1396,0.05881,B2C,Mobile,Asia-Pacific,False,False
CAM005494,Virtual neutral structure,3,4,10,Lead Generation,2025-07-06,2025-08-05,30,Completed,17778.37,52301.36,178387.07,126085.72,241.08,3.41,1235656,661612,23875,0.01932,2.19,42.33,1352,0.05663,B2C,Desktop,Europe,False,False
CAM005495,Phased value-added attitude,1,6,7,Conversion,2025-10-26,2026-01-24,90,Completed,22579.66,41934.18,129313.43,87379.25,208.37,3.08,1589768,847894,19551,0.0123,2.14,26.38,905,0.04629,B2C,All,North America,False,False
CAM005496,De-engineered 5thgeneration Internet solution,7,4,5,Conversion,2026-02-08,2026-03-10,30,Active,5021.67,9479.2,27169.38,17690.18,186.62,2.87,184828,83917,1395,0.00755,6.8,51.29,77,0.0552,B2C,All,North America,False,False
CAM005497,Assimilated system-worthy concept,1,4,5,Brand Awareness,2025-04-07,2025-05-22,45,Paused,77470.47,575545.25,1756250.52,1180705.27,205.15,3.05,6249868,3046278,184053,0.02945,3.13,92.09,10815,0.05876,B2C,All,Europe,False,False
CAM005498,Compatible clear-thinking migration,4,5,8,Conversion,2025-08-04,2025-11-02,90,Completed,5876.73,24292.96,61547.62,37254.66,153.36,2.53,491119,184719,7215,0.01469,3.37,49.46,240,0.03326,B2C,Mobile,Asia-Pacific,False,False
CAM005499,Progressive human-resource interface,7,6,6,Lead Generation,2025-10-18,2025-12-17,60,Draft,26341.31,12620.08,31514.07,18893.99,149.71,2.5,622185,401619,3183,0.00512,3.96,20.28,117,0.03676,B2B,All,North America,False,False
CAM005500,Multi-channeled clear-thinking initiative,1,3,6,Brand Awareness,2025-09-19,2025-11-03,45,Completed,9532.01,47058.53,158606.52,111547.99,237.04,3.37,584620,378363,21678,0.03708,2.17,80.49,1302,0.06006,B2C,Mobile,Europe,False,False
CAM005501,Total next generation encoding,3,5,6,Conversion,2025-11-29,2025-12-29,30,Draft,4359.85,5925.21,16958.7,11033.49,186.21,2.86,184981,29697,3391,0.01833,1.75,32.03,159,0.04689,B2C,Mobile,Asia-Pacific,False,False
CAM005502,Universal explicit capability,5,1,10,Retention,2026-06-12,2026-07-12,30,Completed,13476.17,16968.34,49100.18,32131.84,189.36,2.89,723729,254537,12396,0.01713,1.37,23.45,836,0.06744,B2B,Mobile,Europe,False,False
CAM005503,Mandatory global parallelism,4,6,3,Brand Awareness,2025-05-08,2025-06-22,45,Draft,3582.23,5007.25,14299.31,9292.06,185.57,2.86,207284,51286,2036,0.00983,2.46,24.16,69,0.03389,B2B,All,Asia-Pacific,False,False
CAM005504,Robust reciprocal benchmark,7,5,4,Lead Generation,2025-09-01,2025-10-01,30,Active,37607.25,50587.76,139733.63,89145.87,176.22,2.76,1372418,434761,9438,0.00688,5.36,36.86,501,0.05308,B2C,Mobile,Europe,False,False
CAM005505,Up-sized 6thgeneration archive,2,3,8,Conversion,2025-09-22,2025-11-06,45,Completed,5581.39,17040.44,55641.39,38600.95,226.53,3.27,332081,99447,9769,0.02942,1.74,51.31,420,0.04299,B2B,Mobile,North America,False,False
CAM005506,User-centric heuristic knowledge user,1,3,4,Lead Generation,2025-04-01,2025-05-31,60,Completed,47345.93,261778.63,850359.11,588580.48,224.84,3.25,3894841,106082,120913,0.03104,2.17,67.21,8179,0.06764,B2C,All,North America,False,False
CAM005507,Open-source responsive knowledge user,2,3,9,Conversion,2026-03-15,2026-04-14,30,Draft,71406.87,155232.31,488205.28,332972.97,214.5,3.14,3524992,1537823,100537,0.02852,1.54,44.04,6453,0.06419,B2C,All,Europe,False,False
CAM005508,User-centric intermediate frame,1,1,6,Retention,2026-01-19,2026-02-18,30,Completed,54134.64,393535.36,1229121.7,835586.34,212.33,3.12,3709470,1265761,152310,0.04106,2.58,106.09,10309,0.06768,B2C,Desktop,Europe,False,False
CAM005509,Versatile mission-critical standardization,2,5,1,Retention,2025-11-02,2026-01-31,90,Active,33528.44,57707.72,192047.53,134339.81,232.79,3.33,2135054,704305,45951,0.02152,1.26,27.03,2435,0.05299,B2C,All,Latin America,False,False
CAM005510,Devolved upward-trending contingency,4,4,1,Brand Awareness,2026-01-18,2026-02-17,30,Completed,15289.57,59591.31,182481.43,122890.13,206.22,3.06,1011599,267932,18362,0.01815,3.25,58.91,968,0.05272,B2C,All,North America,False,False
CAM005511,Up-sized zero administration parallelism,1,2,8,Lead Generation,2025-10-10,2025-12-09,60,Active,5142.43,51721.28,195841.57,144120.29,278.65,3.79,625668,161387,21052,0.03365,2.46,82.67,1081,0.05135,B2C,Desktop,Asia-Pacific,False,False
CAM005512,Profound attitude-oriented collaboration,7,6,6,Conversion,2026-05-21,2026-07-05,45,Paused,6118.99,5902.94,2266.83,-3636.11,-30.0,0.38,195393,84845,1056,0.00541,5.59,30.21,42,0.03977,B2B,All,North America,False,True
CAM005513,Adaptive optimizing parallelism,6,2,9,Brand Awareness,2026-05-08,2026-08-06,90,Active,8013.41,5961.2,14972.72,9011.52,151.17,2.51,312062,192366,4088,0.0131,1.46,19.1,260,0.0636,B2B,All,Asia-Pacific,False,False
CAM005514,Multi-layered systematic projection,2,5,8,Brand Awareness,2025-02-26,2025-03-28,30,Active,35996.41,46752.71,145998.39,99245.68,212.28,3.12,1566776,751132,35694,0.02278,1.31,29.84,1553,0.04351,B2C,Mobile,North America,False,False
CAM005515,Persevering homogeneous Graphic Interface,1,2,2,Lead Generation,2025-06-24,2025-07-24,30,Draft,8243.13,42381.34,144089.44,101708.1,239.98,3.4,414320,117416,18597,0.04489,2.28,102.29,942,0.05065,B2C,All,Asia-Pacific,False,False
CAM005516,Organic context-sensitive migration,2,6,8,Retention,2025-10-29,2025-11-28,30,Completed,21769.37,24788.09,76963.52,52175.42,210.49,3.1,1339823,356037,17121,0.01278,1.45,18.5,551,0.03218,B2B,All,Europe,False,False
CAM005517,Up-sized optimizing focus group,4,6,9,Conversion,2026-06-28,2026-07-28,30,Completed,52699.86,82450.44,141123.99,58673.55,71.16,1.71,2313592,523135,27081,0.01171,3.04,35.64,788,0.0291,B2B,All,Asia-Pacific,False,True
CAM005518,Visionary bandwidth-monitored emulation,4,5,2,Conversion,2025-01-27,2025-03-13,45,Active,47719.23,61990.96,35355.62,-26635.33,-30.0,0.57,1937051,794143,22444,0.01159,2.76,32.0,1101,0.04906,B2C,All,Global,False,True
CAM005519,Innovative modular Graphical User Interface,3,4,4,Brand Awareness,2025-11-22,2025-12-22,30,Completed,4067.24,10437.03,33099.56,22662.52,217.14,3.17,248424,202583,5488,0.02209,1.9,42.01,163,0.0297,B2B,Mobile,Latin America,False,False
CAM005520,Business-focused non-volatile model,2,1,3,Lead Generation,2025-04-01,2025-05-16,45,Completed,2345.44,7358.54,24931.35,17572.81,238.81,3.39,131876,76988,4386,0.03326,1.68,55.8,311,0.07091,B2C,Mobile,Global,False,False
CAM005521,Progressive optimal migration,2,1,8,Conversion,2025-11-20,2026-01-19,60,Completed,50550.98,136209.45,360338.96,224129.51,164.55,2.65,2704428,1299034,98395,0.03638,1.38,50.37,6244,0.06346,B2B,All,North America,False,False
CAM005522,Optimized executive Graphic Interface,5,2,2,Lead Generation,2025-07-20,2025-10-18,90,Completed,47176.95,66180.14,199230.08,133049.94,201.04,3.01,2930915,576125,50444,0.01721,1.31,22.58,3039,0.06025,B2B,Desktop,Global,False,False
CAM005523,Networked foreground system engine,6,5,7,Lead Generation,2024-12-02,2025-01-16,45,Completed,4044.16,2203.1,647.22,-1555.88,-30.0,0.29,203906,54438,1994,0.00978,1.1,10.8,77,0.03862,B2C,Mobile,North America,False,True
CAM005524,Enhanced client-server analyzer,3,2,1,Retention,2026-01-31,2026-03-17,45,Completed,11791.29,20093.17,64426.01,44332.84,220.64,3.21,513929,167844,11560,0.02249,1.74,39.1,755,0.06531,B2B,All,North America,False,False
CAM005525,User-centric upward-trending database,5,1,6,Brand Awareness,2025-07-27,2025-08-26,30,Active,28787.73,28104.61,81989.85,53885.24,191.73,2.92,1418641,522505,25230,0.01779,1.11,19.81,1596,0.06326,B2C,Mobile,North America,False,False
CAM005526,Optional multi-state focus group,2,6,10,Conversion,2025-03-16,2025-04-30,45,Completed,32712.42,64407.24,201349.31,136942.07,212.62,3.13,2637510,919031,41604,0.01577,1.55,24.42,1657,0.03983,B2B,Mobile,Europe,False,False
CAM005527,Re-engineered reciprocal functionalities,4,1,5,Conversion,2025-01-23,2025-03-24,60,Completed,18813.96,73179.4,205711.97,132532.57,181.11,2.81,677429,90559,22454,0.03315,3.26,108.03,1549,0.06899,B2B,All,Global,False,False
CAM005528,Cross-platform grid-enabled forecast,6,1,2,Brand Awareness,2026-03-02,2026-04-01,30,Paused,134755.57,90050.4,258527.03,168476.63,187.09,2.87,5930338,756005,81227,0.0137,1.11,15.18,5250,0.06463,B2C,Desktop,North America,False,False
CAM005529,Down-sized bottom-line forecast,7,6,10,Retention,2025-04-26,2025-06-25,60,Draft,19462.2,22254.67,59941.12,37686.45,169.34,2.69,809738,400779,4019,0.00496,5.54,27.48,89,0.02214,B2B,Desktop,Europe,False,False
CAM005530,Grass-roots mobile intranet,6,6,3,Lead Generation,2024-11-27,2025-01-26,60,Completed,61453.7,18924.0,53234.93,34310.93,181.31,2.81,2117040,573090,17684,0.00835,1.07,8.94,482,0.02726,B2C,Mobile,Asia-Pacific,False,False
CAM005531,Face-to-face composite forecast,3,2,8,Conversion,2024-12-28,2025-03-28,90,Completed,20312.72,48747.32,146549.51,97802.19,200.63,3.01,954620,421522,31170,0.03265,1.56,51.06,2092,0.06712,B2C,All,Europe,False,False
CAM005532,Fundamental real-time system engine,6,2,2,Brand Awareness,2026-07-13,2026-08-27,45,Completed,49675.67,39363.2,79884.1,40520.9,102.94,2.03,2547171,1713816,35875,0.01408,1.1,15.45,2015,0.05617,B2B,Mobile,North America,False,False
CAM005533,Customer-focused discrete secured line,3,6,4,Retention,2025-06-24,2025-08-08,45,Completed,87391.83,86631.84,265677.87,179046.02,206.67,3.07,4386467,1428909,51496,0.01174,1.68,19.75,1474,0.02862,B2C,All,Europe,False,False
CAM005534,Grass-roots client-server attitude,5,6,9,Conversion,2026-02-06,2026-05-07,90,Completed,29791.71,24828.71,64518.72,39690.01,159.86,2.6,1914566,1083352,21069,0.011,1.18,12.97,784,0.03721,B2B,All,Europe,False,False
CAM005535,Expanded neutral migration,3,1,4,Retention,2024-08-24,2024-09-23,30,Active,41276.88,90045.95,251155.82,161109.87,178.92,2.79,2618091,1507043,55845,0.02133,1.61,34.39,4135,0.07404,B2C,Mobile,North America,False,False
CAM005536,Versatile composite algorithm,4,5,7,Lead Generation,2025-07-20,2025-09-03,45,Active,26314.23,55725.76,140110.58,84384.82,151.43,2.51,1163734,309729,17957,0.01543,3.1,47.89,712,0.03965,B2C,Mobile,Asia-Pacific,False,False
CAM005537,Right-sized 6thgeneration moratorium,6,6,2,Retention,2026-07-29,2026-09-12,45,Completed,39885.97,5687.34,14341.97,8654.63,152.17,2.52,1172837,129637,7330,0.00625,0.78,4.85,290,0.03956,B2C,All,Asia-Pacific,False,False
CAM005538,Public-key content-based ability,5,5,10,Retention,2026-07-11,2026-08-10,30,Completed,37450.7,43444.73,16634.53,-26810.2,-30.0,0.38,3949805,274602,39483,0.01,1.1,11.0,2031,0.05144,B2B,Mobile,North America,False,True
CAM005539,Pre-emptive 4thgeneration hub,1,2,10,Conversion,2026-03-21,2026-05-05,45,Completed,58966.17,281745.43,929768.45,648023.02,230.0,3.3,4188907,2376940,142223,0.03395,1.98,67.26,7505,0.05277,B2C,All,Asia-Pacific,False,False
CAM005540,Expanded executive orchestration,7,4,8,Lead Generation,2026-02-11,2026-04-12,60,Paused,23356.67,32170.77,77147.34,44976.57,139.81,2.4,608724,100441,5908,0.00971,5.45,52.85,389,0.06584,B2C,All,Europe,False,False
CAM005541,Optimized upward-trending intranet,6,2,8,Retention,2026-07-13,2026-08-27,45,Active,10508.57,4100.55,10080.63,5980.07,145.84,2.46,395156,247092,3942,0.00998,1.04,10.38,256,0.06494,B2B,All,Latin America,False,False
CAM005542,Programmable clear-thinking knowledgebase,3,6,5,Brand Awareness,2026-02-14,2026-04-15,60,Completed,4460.44,6755.52,22417.77,15662.25,231.84,3.32,276576,25028,3433,0.01241,1.97,24.43,117,0.03408,B2C,All,Asia-Pacific,False,False
CAM005543,Implemented bifurcated structure,4,2,2,Conversion,2025-09-13,2025-10-28,45,Paused,5830.43,21163.78,57282.22,36118.43,170.66,2.71,378136,161815,7197,0.01903,2.94,55.97,391,0.05433,B2B,Desktop,North America,False,False
CAM005544,Triple-buffered bottom-line intranet,3,5,5,Lead Generation,2025-02-01,2025-03-03,30,Draft,13176.78,21332.75,59793.97,38461.22,180.29,2.8,924463,123174,14117,0.01527,1.51,23.08,567,0.04016,B2B,Mobile,Europe,False,False
CAM005545,Optional modular firmware,7,2,4,Brand Awareness,2025-06-30,2025-08-29,60,Active,44366.56,61121.82,154340.79,93218.96,152.51,2.53,1117739,574116,13055,0.01168,4.68,54.68,809,0.06197,B2C,All,North America,False,False
CAM005546,Cross-group client-driven focus group,7,4,10,Conversion,2024-10-15,2024-12-14,60,Active,33688.97,35468.71,105884.11,70415.4,198.53,2.99,990059,609075,7369,0.00744,4.81,35.82,403,0.05469,B2B,All,Europe,False,False
CAM005547,Upgradable static budgetary management,3,1,9,Lead Generation,2024-12-07,2025-01-21,45,Completed,22233.4,60100.81,172937.71,112836.9,187.75,2.88,1652271,152911,42106,0.02548,1.43,36.37,2992,0.07106,B2C,All,North America,False,False
CAM005548,Multi-channeled attitude-oriented synergy,2,4,1,Lead Generation,2026-03-23,2026-05-07,45,Active,5419.7,20319.08,67459.82,47140.73,232.0,3.32,431734,55601,9548,0.02212,2.13,47.06,577,0.06043,B2C,All,Latin America,False,False
CAM005549,Face-to-face upward-trending archive,7,5,5,Retention,2025-11-30,2025-12-30,30,Completed,4575.25,4680.19,11730.02,7049.83,150.63,2.51,120811,35819,906,0.0075,5.17,38.74,39,0.04305,B2C,Desktop,Europe,False,False
CAM005550,Inverse cohesive middleware,3,4,3,Retention,2024-10-25,2024-12-24,60,Completed,55316.96,113408.14,96728.23,-16679.91,-14.71,0.85,3565226,1500834,75264,0.02111,1.51,31.81,3412,0.04533,B2B,Mobile,North America,False,True
CAM005551,Managed even-keeled knowledgebase,5,2,5,Brand Awareness,2025-05-30,2025-06-29,30,Completed,70928.26,88844.13,252106.42,163262.29,183.76,2.84,3224295,1436940,59745,0.01853,1.49,27.55,3453,0.0578,B2B,Desktop,Asia-Pacific,False,False
CAM005552,Self-enabling user-facing migration,2,5,8,Brand Awareness,2025-08-29,2025-10-28,60,Active,26347.49,50516.95,155539.12,105022.17,207.89,3.08,1464168,702406,28614,0.01954,1.77,34.5,1259,0.044,B2C,All,Europe,False,False
CAM005553,Synergistic zero-defect archive,5,3,6,Retention,2025-11-15,2025-12-15,30,Active,57909.48,67509.33,185605.17,118095.85,174.93,2.75,3218275,1939931,53389,0.01659,1.26,20.98,3069,0.05748,B2B,Mobile,Europe,False,False
CAM005554,Triple-buffered system-worthy functionalities,7,1,4,Brand Awareness,2026-03-30,2026-05-14,45,Completed,27355.49,45701.56,131719.78,86018.21,188.22,2.88,949388,747255,8608,0.00907,5.31,48.14,612,0.0711,B2C,All,North America,False,False
CAM005555,Automated intermediate attitude,3,4,7,Lead Generation,2026-03-17,2026-04-16,30,Active,64574.12,121992.8,391801.0,269808.2,221.17,3.21,3253164,1333746,61570,0.01893,1.98,37.5,2891,0.04695,B2C,All,Asia-Pacific,False,False
CAM005556,Triple-buffered multi-state functionalities,5,5,10,Lead Generation,2025-12-24,2026-02-07,45,Completed,19988.86,22185.32,59399.87,37214.55,167.74,2.68,1854024,1042608,18563,0.01001,1.2,11.97,895,0.04821,B2C,Mobile,Latin America,False,False
CAM005557,Ergonomic next generation protocol,7,6,10,Brand Awareness,2025-02-08,2025-03-25,45,Completed,32079.28,32977.03,84292.81,51315.78,155.61,2.56,1136953,309016,5922,0.00521,5.57,29.0,253,0.04272,B2B,Desktop,Europe,False,False
CAM005558,Self-enabling 5thgeneration productivity,7,5,8,Conversion,2025-07-20,2025-09-18,60,Completed,24548.4,23008.02,11715.42,-11292.59,-30.0,0.51,701579,452661,5569,0.00794,4.13,32.79,247,0.04435,B2C,Mobile,North America,False,True
CAM005559,Self-enabling 24/7 encryption,2,3,9,Brand Awareness,2025-08-26,2025-09-25,30,Completed,104129.71,316571.78,861512.5,544940.71,172.14,2.72,7456223,1660117,199186,0.02671,1.59,42.46,11766,0.05907,B2C,Desktop,Latin America,False,False
CAM005560,Devolved optimizing implementation,2,6,3,Lead Generation,2026-07-10,2026-10-08,90,Draft,47316.61,55048.19,173816.36,118768.17,215.75,3.16,2790762,1163077,40138,0.01438,1.37,19.73,1578,0.03931,B2C,Desktop,North America,False,False
CAM005561,Face-to-face systematic customer loyalty,3,5,8,Lead Generation,2024-08-23,2024-11-21,90,Draft,34101.44,80849.33,213956.98,133107.65,164.64,2.65,2723289,2050722,44951,0.01651,1.8,29.69,1703,0.03789,B2C,Mobile,Europe,False,False
CAM005562,Fundamental methodical collaboration,2,2,2,Brand Awareness,2025-11-03,2025-12-18,45,Active,28207.52,117197.21,344162.62,226965.41,193.66,2.94,2505434,1370562,76987,0.03073,1.52,46.78,5012,0.0651,B2B,Mobile,Europe,False,False
CAM005563,Pre-emptive contextually-based superstructure,6,3,1,Conversion,2025-08-02,2025-10-01,60,Active,22826.32,10283.16,26417.44,16134.29,156.9,2.57,762119,125025,9680,0.0127,1.06,13.49,565,0.05837,B2B,All,Europe,False,False
CAM005564,Proactive executive capacity,4,2,2,Conversion,2024-11-29,2025-01-28,60,Completed,5450.27,16180.92,47076.18,30895.27,190.94,2.91,281324,60046,6353,0.02258,2.55,57.52,377,0.05934,B2B,All,North America,False,False
CAM005565,Exclusive scalable array,2,2,2,Lead Generation,2024-09-20,2024-10-20,30,Active,17914.57,41577.54,31937.83,-9639.71,-23.18,0.77,824014,393682,25764,0.03127,1.61,50.46,1456,0.05651,B2B,Mobile,Asia-Pacific,False,True
CAM005566,Programmable uniform synergy,5,5,3,Conversion,2026-06-21,2026-09-19,90,Active,48007.44,89197.8,274047.04,184849.24,207.24,3.07,4658575,1053577,67683,0.01453,1.32,19.15,2350,0.03472,B2C,All,Latin America,False,False
CAM005567,Extended 24hour Internet solution,1,6,4,Brand Awareness,2026-06-08,2026-08-07,60,Completed,7993.07,25287.47,88307.64,63020.17,249.22,3.49,496965,249403,9681,0.01948,2.61,50.88,360,0.03719,B2C,All,Global,False,False
CAM005568,Cloned mobile open architecture,5,4,2,Conversion,2026-03-14,2026-04-13,30,Active,5182.22,3651.23,9510.1,5858.87,160.46,2.6,243301,79257,3168,0.01302,1.15,15.01,152,0.04798,B2B,Mobile,North America,False,False
CAM005569,Seamless demand-driven strategy,6,1,8,Brand Awareness,2026-07-27,2026-09-25,60,Active,64408.32,38267.74,110188.18,71920.43,187.94,2.88,2706875,1184719,39104,0.01445,0.98,14.14,1792,0.04583,B2C,All,Latin America,False,False
CAM005570,Enhanced 5thgeneration instruction set,2,3,8,Lead Generation,2025-11-07,2025-12-07,30,Active,21726.24,39656.25,126426.69,86770.44,218.81,3.19,1287162,545508,31808,0.02471,1.25,30.81,1797,0.0565,B2B,All,Europe,False,False
CAM005571,Team-oriented empowering pricing structure,6,6,7,Retention,2025-07-20,2025-09-18,60,Completed,26349.98,6962.16,4477.96,-2484.2,-30.0,0.64,1096073,313060,8276,0.00755,0.84,6.35,208,0.02513,B2B,All,Asia-Pacific,False,True
CAM005572,Multi-tiered responsive paradigm,6,1,9,Retention,2025-03-17,2025-04-16,30,Completed,13153.87,8179.87,20874.88,12695.01,155.2,2.55,515862,138873,7538,0.01461,1.09,15.86,399,0.05293,B2C,Desktop,North America,False,False
CAM005573,Front-line scalable hardware,1,6,9,Retention,2024-09-06,2024-10-21,45,Completed,500.0,1268.84,4039.28,2770.45,218.35,3.18,26036,3957,460,0.0177,2.76,48.73,19,0.0413,B2C,Mobile,Europe,False,False
CAM005574,Polarized multi-tasking protocol,1,6,3,Conversion,2026-02-22,2026-05-23,90,Active,66218.38,198644.2,648683.24,450039.04,226.56,3.27,4516954,3284786,86661,0.01919,2.29,43.98,3750,0.04327,B2C,All,Europe,False,False
CAM005575,Enterprise-wide exuding emulation,4,4,6,Brand Awareness,2026-06-25,2026-08-24,60,Completed,18758.75,62707.65,176940.14,114232.49,182.17,2.82,1169275,34165,20152,0.01724,3.11,53.63,1273,0.06317,B2C,Mobile,Europe,False,False
CAM005576,Implemented static matrix,1,5,9,Brand Awareness,2026-07-06,2026-08-05,30,Completed,3718.72,20324.27,62188.1,41863.83,205.98,3.06,296167,117875,6849,0.02313,2.97,68.62,312,0.04555,B2B,Mobile,Europe,False,False
CAM005577,Pre-emptive responsive infrastructure,2,5,9,Conversion,2026-07-01,2026-07-31,30,Completed,3305.46,5546.22,18799.06,13252.84,238.95,3.39,195817,62966,4020,0.02053,1.38,28.32,152,0.03781,B2B,All,North America,False,False
CAM005578,Right-sized heuristic moratorium,5,5,2,Retention,2026-07-25,2026-09-08,45,Draft,10100.55,14181.68,45439.08,31257.41,220.41,3.2,788762,202936,10179,0.01291,1.39,17.98,363,0.03566,B2C,Mobile,North America,False,False
CAM005579,Polarized explicit attitude,7,5,5,Lead Generation,2025-09-20,2025-12-19,90,Completed,15670.29,44462.13,115983.0,71520.87,160.86,2.61,984884,392456,7043,0.00715,6.31,45.14,304,0.04316,B2C,Mobile,Asia-Pacific,False,True
CAM005580,Face-to-face bifurcated system engine,6,5,2,Conversion,2026-07-02,2026-08-01,30,Completed,25989.84,12745.62,35916.91,23171.28,181.8,2.82,1305857,578717,12776,0.00978,1.0,9.76,575,0.04501,B2B,All,Asia-Pacific,False,False
CAM005581,Virtual executive instruction set,7,2,2,Brand Awareness,2025-05-17,2025-06-16,30,Completed,7360.41,8948.21,23881.73,14933.52,166.89,2.67,242664,154701,2114,0.00871,4.23,36.87,153,0.07237,B2C,Mobile,Asia-Pacific,False,False
CAM005582,Organized fresh-thinking encryption,2,5,2,Retention,2025-05-04,2025-08-02,90,Active,16414.38,39471.74,122234.17,82762.43,209.68,3.1,1090370,333596,23820,0.02185,1.66,36.2,865,0.03631,B2C,Mobile,Asia-Pacific,False,False
CAM005583,Switchable interactive budgetary management,3,5,6,Brand Awareness,2025-10-13,2025-11-12,30,Completed,33926.36,42295.61,132498.51,90202.9,213.27,3.13,2300310,1187534,34832,0.01514,1.21,18.39,1112,0.03192,B2C,Mobile,North America,False,False
