Date,CampaignID,DailySpend,DailyImpressions,DailyClicks,DailyConversions,DailyRevenue
2025-10-28,CAM006391,717.57,20583,459,15,2097.63
2025-10-29,CAM006391,889.14,25505,569,37,2599.19
2025-10-30,CAM006391,1004.77,28822,643,38,2937.21
2025-10-31,CAM006391,758.56,21759,486,26,2217.45
2025-11-01,CAM006391,1386.7,39777,888,36,4053.67
2025-11-02,CAM006391,1842.84,52862,1180,45,5387.08
2025-11-03,CAM006391,1099.71,31545,704,57,3214.73
2025-11-04,CAM006391,954.4,27376,611,26,2789.95
2025-11-05,CAM006391,1190.91,34161,763,29,3481.33
2025-11-06,CAM006391,1280.12,36720,820,28,3742.11
2025-11-07,CAM006391,1154.66,33121,739,49,3375.38
2025-11-08,CAM006391,1443.46,41405,924,45,4219.6
2025-11-09,CAM006391,1190.76,34157,763,37,3480.9
2025-11-10,CAM006391,1089.98,31266,698,37,3186.3
2025-11-11,CAM006391,1313.34,37673,841,43,3839.24
2025-11-12,CAM006391,1328.17,38098,851,47,3882.58
2025-11-13,CAM006391,899.78,25810,576,18,2630.28
2025-11-14,CAM006391,1194.94,34277,765,34,3493.12
2025-11-15,CAM006391,1322.46,37934,847,59,3865.88
2025-11-16,CAM006391,1203.59,34524,771,41,3518.39
2025-11-17,CAM006391,974.85,27963,624,34,2849.74
2025-11-18,CAM006391,987.44,28324,632,38,2886.53
2025-11-19,CAM006391,1183.15,33938,758,36,3458.66
2025-11-20,CAM006391,832.0,23866,533,20,2432.15
2025-11-21,CAM006391,1296.44,37188,830,52,3789.82
2025-11-22,CAM006391,1332.72,38229,853,40,3895.89
2025-11-23,CAM006391,1282.22,36780,821,39,3748.26
2025-11-24,CAM006391,1002.96,28769,642,24,2931.9
2025-11-25,CAM006391,882.79,25322,565,24,2580.61
2025-11-26,CAM006391,1176.0,33733,753,28,3437.74
2025-11-27,CAM006391,1137.66,32633,729,31,3325.66
2025-11-28,CAM006391,826.42,23705,529,23,2415.83
2024-08-22,CAM003954,338.68,16562,226,9,581.41
2024-08-23,CAM003954,434.06,21226,290,16,745.15
2024-08-24,CAM003954,438.74,21455,293,27,753.19
2024-08-25,CAM003954,316.9,15497,211,7,544.02
2024-08-26,CAM003954,276.09,13501,184,9,473.96
2024-08-27,CAM003954,349.38,17085,233,12,599.78
2024-08-28,CAM003954,295.37,14444,197,10,507.07
2024-08-29,CAM003954,405.89,19848,271,11,696.78
2024-08-30,CAM003954,268.19,13115,179,13,460.39
2024-08-31,CAM003954,283.69,13873,189,11,487.02
2024-09-01,CAM003954,348.58,17046,233,15,598.41
2024-09-02,CAM003954,311.07,15212,208,11,534.01
2024-09-03,CAM003954,253.46,12395,169,7,435.12
2024-09-04,CAM003954,346.25,16932,231,10,594.41
2024-09-05,CAM003954,254.86,12463,170,12,437.52
2024-09-06,CAM003954,328.28,16053,219,13,563.56
2024-09-07,CAM003954,530.9,25962,355,15,911.4
2024-09-08,CAM003954,356.43,17430,238,12,611.89
2024-09-09,CAM003954,362.19,17711,242,15,621.77
2024-09-10,CAM003954,400.66,19593,267,15,687.81
2024-09-11,CAM003954,309.09,15115,206,10,530.62
2024-09-12,CAM003954,256.53,12545,171,9,440.39
2024-09-13,CAM003954,523.29,25590,349,18,898.33
2024-09-14,CAM003954,479.44,23445,320,18,823.05
2024-09-15,CAM003954,325.14,15900,217,9,558.16
2024-09-16,CAM003954,262.51,12837,175,8,450.65
2024-09-17,CAM003954,368.41,18016,246,13,632.45
2024-09-18,CAM003954,262.61,12842,175,11,450.82
2024-09-19,CAM003954,295.02,14427,197,10,506.46
2024-09-20,CAM003954,289.86,14174,193,7,497.6
2024-09-21,CAM003954,281.78,13779,188,10,483.72
2024-09-22,CAM003954,361.8,17692,241,9,621.1
2024-09-23,CAM003954,291.12,14236,194,12,499.77
2024-09-24,CAM003954,393.18,19227,262,14,674.96
2024-09-25,CAM003954,502.67,24582,336,22,862.94
2024-09-26,CAM003954,332.0,16235,222,9,569.94
2024-09-27,CAM003954,552.76,27031,369,23,948.93
2024-09-28,CAM003954,325.12,15899,217,8,558.14
2024-09-29,CAM003954,231.34,11313,154,5,397.14
2024-09-30,CAM003954,299.36,14639,200,13,513.92
2024-10-01,CAM003954,421.84,20629,282,14,724.17
2024-10-02,CAM003954,391.41,19141,261,11,671.94
2024-10-03,CAM003954,266.44,13029,178,8,457.41
2024-10-04,CAM003954,421.66,20620,281,14,723.87
2024-10-05,CAM003954,438.72,21454,293,14,753.15
2024-10-06,CAM003954,293.65,14360,196,10,504.12
2024-10-07,CAM003954,320.49,15672,214,13,550.19
2024-10-08,CAM003954,252.29,12337,168,11,433.11
2024-10-09,CAM003954,270.48,13227,180,8,464.33
2024-10-10,CAM003954,257.19,12577,171,10,441.51
2024-10-11,CAM003954,276.94,13543,185,8,475.42
2024-10-12,CAM003954,468.62,22916,313,14,804.48
2024-10-13,CAM003954,374.84,18330,250,14,643.48
2024-10-14,CAM003954,371.34,18159,248,12,637.48
2024-10-15,CAM003954,307.92,15058,205,9,528.61
2024-10-16,CAM003954,377.57,18464,252,11,648.18
2024-10-17,CAM003954,364.19,17809,243,8,625.2
2024-10-18,CAM003954,344.2,16832,230,12,590.89
2024-10-19,CAM003954,434.66,21256,290,13,746.19
2024-10-20,CAM003954,405.79,19844,271,12,696.62
2026-03-26,CAM002716,6806.02,100838,2031,94,21106.75
2026-03-27,CAM002716,6619.86,98080,1976,96,20529.45
2026-03-28,CAM002716,4471.41,66248,1334,63,13866.69
2026-03-29,CAM002716,4621.96,68479,1379,65,14333.59
2026-03-30,CAM002716,4175.87,61869,1246,59,12950.16
2026-03-31,CAM002716,6244.82,92523,1864,124,19366.37
2026-04-01,CAM002716,4775.36,70752,1425,82,14809.31
2026-04-02,CAM002716,7317.06,108410,2184,86,22691.6
2026-04-03,CAM002716,3833.39,56795,1144,43,11888.07
2026-04-04,CAM002716,5883.14,87165,1756,56,18244.75
2026-04-05,CAM002716,7472.09,110707,2230,71,23172.38
2026-04-06,CAM002716,5389.2,79846,1608,85,16712.94
2026-04-07,CAM002716,6200.76,91870,1851,115,19229.75
2026-04-08,CAM002716,7496.77,111072,2238,121,23248.92
2026-04-09,CAM002716,4794.91,71041,1431,74,14869.94
2026-04-10,CAM002716,5845.43,86606,1745,91,18127.79
2026-04-11,CAM002716,5398.47,79984,1611,102,16741.67
2026-04-12,CAM002716,5495.47,81421,1640,80,17042.51
2026-04-13,CAM002716,4563.92,67619,1362,81,14153.57
2026-04-14,CAM002716,8374.78,124081,2500,158,25971.8
2026-04-15,CAM002716,4356.24,64542,1300,55,13509.54
2026-04-16,CAM002716,3951.68,58548,1179,62,12254.91
2026-04-17,CAM002716,5945.21,88084,1774,77,18437.22
2026-04-18,CAM002716,5317.58,78785,1587,54,16490.82
2026-04-19,CAM002716,5807.57,86045,1733,75,18010.39
2026-04-20,CAM002716,4705.9,69722,1404,110,14593.91
2026-04-21,CAM002716,6170.87,91428,1842,91,19137.05
2026-04-22,CAM002716,5646.73,83662,1685,76,17511.58
2026-04-23,CAM002716,6554.12,97106,1956,92,20325.56
2026-04-24,CAM002716,4345.51,64383,1297,89,13476.26
2026-04-25,CAM002716,5074.39,75182,1514,114,15736.66
2026-04-26,CAM002716,7121.37,105510,2126,121,22084.72
2026-04-27,CAM002716,4455.68,66015,1330,89,13817.92
2026-04-28,CAM002716,8711.1,129064,2600,106,27014.76
2026-04-29,CAM002716,5312.06,78703,1585,66,16473.72
2026-04-30,CAM002716,5039.91,74671,1504,72,15629.71
2026-05-01,CAM002716,6995.99,103653,2088,78,21695.91
2026-05-02,CAM002716,6859.02,101623,2047,119,21271.13
2026-05-03,CAM002716,4944.7,73260,1476,74,15334.44
2026-05-04,CAM002716,4814.38,71330,1437,73,14930.29
2026-05-05,CAM002716,7816.81,115814,2333,97,24241.41
2026-05-06,CAM002716,5730.06,84896,1710,71,17770.02
2026-05-07,CAM002716,6243.3,92501,1863,99,19361.66
2026-05-08,CAM002716,6082.08,90112,1815,81,18861.68
2026-05-09,CAM002716,4727.57,70044,1411,51,14661.11
2025-08-18,CAM009841,1145.3,19447,376,20,2927.43
2025-08-19,CAM009841,1237.15,21007,406,23,3162.2
2025-08-20,CAM009841,1026.33,17427,337,16,2623.35
2025-08-21,CAM009841,715.07,12142,234,11,1827.75
2025-08-22,CAM009841,1619.19,27494,532,27,4138.7
2025-08-23,CAM009841,1876.57,31865,616,33,4796.59
2025-08-24,CAM009841,1535.28,26069,504,29,3924.22
2025-08-25,CAM009841,1350.54,22932,443,23,3452.02
2025-08-26,CAM009841,1355.74,23021,445,20,3465.32
2025-08-27,CAM009841,1494.85,25383,491,33,3820.9
2025-08-28,CAM009841,1237.09,21006,406,18,3162.05
2025-08-29,CAM009841,898.09,15249,295,15,2295.55
2025-08-30,CAM009841,1252.62,21270,411,18,3201.73
2025-08-31,CAM009841,1032.82,17537,339,13,2639.92
2025-09-01,CAM009841,1180.99,20053,388,21,3018.66
2025-09-02,CAM009841,1295.15,21992,425,40,3310.44
2025-09-03,CAM009841,1349.36,22912,443,27,3449.0
2025-09-04,CAM009841,1167.81,19829,383,14,2984.96
2025-09-05,CAM009841,1072.08,18204,352,25,2740.29
2025-09-06,CAM009841,1087.74,18470,357,18,2780.32
2025-09-07,CAM009841,1295.71,22001,425,28,3311.88
2025-09-08,CAM009841,1300.96,22090,427,24,3325.29
2025-09-09,CAM009841,1132.96,19238,372,11,2895.9
2025-09-10,CAM009841,1078.6,18315,354,17,2756.95
2025-09-11,CAM009841,1207.45,20503,396,17,3086.3
2025-09-12,CAM009841,880.33,14948,289,16,2250.17
2025-09-13,CAM009841,1203.69,20439,395,19,3076.69
2025-09-14,CAM009841,907.24,15405,298,14,2318.95
2025-09-15,CAM009841,1346.2,22859,442,23,3440.93
2025-09-16,CAM009841,1074.52,18245,353,15,2746.51
2024-11-14,CAM004074,817.48,24694,577,31,2869.64
2024-11-15,CAM004074,910.3,27498,643,35,3195.46
2024-11-16,CAM004074,1099.87,33224,777,39,3860.89
2024-11-17,CAM004074,1318.0,39814,931,53,4626.63
2024-11-18,CAM004074,731.17,22087,516,27,2566.65
2024-11-19,CAM004074,944.24,28523,667,38,3314.6
2024-11-20,CAM004074,778.91,23529,550,18,2734.24
2024-11-21,CAM004074,1133.74,34248,801,39,3979.79
2024-11-22,CAM004074,557.71,16847,394,18,1957.74
2024-11-23,CAM004074,1082.5,32700,764,30,3799.93
2024-11-24,CAM004074,751.43,22699,530,25,2637.76
2024-11-25,CAM004074,866.57,26177,612,27,3041.93
2024-11-26,CAM004074,788.22,23810,556,32,2766.9
2024-11-27,CAM004074,850.84,25702,601,22,2986.74
2024-11-28,CAM004074,1075.72,32495,760,36,3776.13
2024-11-29,CAM004074,707.44,21370,499,24,2483.34
2024-11-30,CAM004074,716.05,21630,505,25,2513.58
2024-12-01,CAM004074,1131.98,34194,799,35,3973.62
2024-12-02,CAM004074,867.19,26196,612,27,3044.12
2024-12-03,CAM004074,1066.24,32209,753,35,3742.86
2024-12-04,CAM004074,820.65,24790,579,29,2880.75
2024-12-05,CAM004074,872.21,26347,616,29,3061.76
2024-12-06,CAM004074,785.08,23715,554,31,2755.88
2024-12-07,CAM004074,935.61,28262,661,31,3284.29
2024-12-08,CAM004074,1053.07,31811,744,55,3696.63
2024-12-09,CAM004074,1089.69,32917,769,33,3825.18
2024-12-10,CAM004074,717.64,21678,507,27,2519.16
2024-12-11,CAM004074,820.16,24775,579,27,2879.03
2024-12-12,CAM004074,888.99,26854,628,30,3120.65
2024-12-13,CAM004074,883.26,26681,624,28,3100.53
2024-12-14,CAM004074,660.75,19959,466,24,2319.45
2024-12-15,CAM004074,1148.08,34681,811,33,4030.15
2024-12-16,CAM004074,1065.08,32173,752,39,3738.78
2024-12-17,CAM004074,944.79,28540,667,34,3316.51
2024-12-18,CAM004074,1069.2,32298,755,42,3753.25
2024-12-19,CAM004074,672.45,20313,475,30,2360.53
2024-12-20,CAM004074,1030.37,31125,728,29,3616.92
2024-12-21,CAM004074,709.37,21428,501,19,2490.13
2024-12-22,CAM004074,1301.96,39329,919,44,4570.32
2024-12-23,CAM004074,1079.37,32605,762,57,3788.95
2024-12-24,CAM004074,732.05,22113,517,20,2569.74
2024-12-25,CAM004074,918.99,27760,649,34,3225.95
2024-12-26,CAM004074,1074.95,32472,759,31,3773.42
2024-12-27,CAM004074,807.57,24394,570,37,2834.82
2024-12-28,CAM004074,1100.0,33228,777,41,3861.38
2024-10-28,CAM008948,581.04,68949,620,40,1355.72
2024-10-29,CAM008948,785.31,93188,838,41,1832.31
2024-10-30,CAM008948,455.25,54022,485,29,1062.22
2024-10-31,CAM008948,706.75,83867,754,38,1649.02
2024-11-01,CAM008948,879.08,104316,938,51,2051.11
2024-11-02,CAM008948,720.84,85539,769,46,1681.9
2024-11-03,CAM008948,799.58,94882,853,51,1865.61
2024-11-04,CAM008948,715.49,84904,763,42,1669.42
2024-11-05,CAM008948,934.89,110938,997,65,2181.32
2024-11-06,CAM008948,625.09,74176,667,40,1458.49
2024-11-07,CAM008948,615.8,73073,657,38,1436.8
2024-11-08,CAM008948,677.39,80382,722,26,1580.5
2024-11-09,CAM008948,810.76,96209,865,53,1891.71
2024-11-10,CAM008948,863.23,102436,921,38,2014.13
2024-11-11,CAM008948,734.09,87110,783,38,1712.8
2024-11-12,CAM008948,818.2,97091,873,53,1909.05
2024-11-13,CAM008948,536.88,63709,573,29,1252.67
2024-11-14,CAM008948,580.78,68918,619,32,1355.09
2024-11-15,CAM008948,527.12,62550,562,27,1229.89
2024-11-16,CAM008948,809.76,96090,864,27,1889.37
2024-11-17,CAM008948,725.2,86056,774,28,1692.08
2024-11-18,CAM008948,821.2,97448,876,29,1916.06
2024-11-19,CAM008948,648.11,76908,691,44,1512.21
2024-11-20,CAM008948,564.22,66953,602,25,1316.45
2024-11-21,CAM008948,685.22,81311,731,36,1598.77
2024-11-22,CAM008948,437.05,51862,466,22,1019.75
2024-11-23,CAM008948,879.01,104307,938,72,2050.93
2024-11-24,CAM008948,657.0,77963,701,33,1532.95
2024-11-25,CAM008948,754.48,89530,805,34,1760.38
2024-11-26,CAM008948,935.53,111015,998,49,2182.82
2024-11-27,CAM008948,726.92,86260,775,43,1696.08
2024-11-28,CAM008948,493.99,58620,527,27,1152.61
2024-11-29,CAM008948,613.14,72758,654,27,1430.6
2024-11-30,CAM008948,838.73,99528,895,56,1956.97
2024-12-01,CAM008948,831.52,98672,887,60,1940.14
2024-12-02,CAM008948,721.3,85593,769,27,1682.97
2024-12-03,CAM008948,598.9,71068,639,43,1397.38
2024-12-04,CAM008948,1079.85,128140,1152,61,2519.54
2024-12-05,CAM008948,668.33,79308,713,33,1559.38
2024-12-06,CAM008948,749.58,88948,800,40,1748.94
2024-12-07,CAM008948,929.86,110342,992,53,2169.6
2024-12-08,CAM008948,655.28,77759,699,27,1528.93
2024-12-09,CAM008948,842.91,100024,899,41,1966.72
2024-12-10,CAM008948,743.98,88284,794,39,1735.89
2024-12-11,CAM008948,678.42,80504,724,37,1582.91
2025-04-29,CAM002104,231.22,20278,173,8,595.09
2025-04-30,CAM002104,265.01,23241,198,13,682.05
2025-05-01,CAM002104,170.1,14917,127,6,437.78
2025-05-02,CAM002104,192.01,16839,144,6,494.18
2025-05-03,CAM002104,219.93,19288,165,5,566.03
2025-05-04,CAM002104,258.86,22702,194,11,666.22
2025-05-05,CAM002104,210.89,18495,158,9,542.76
2025-05-06,CAM002104,175.16,15361,131,3,450.8
2025-05-07,CAM002104,182.93,16043,137,5,470.81
2025-05-08,CAM002104,201.86,17702,151,10,519.51
2025-05-09,CAM002104,213.69,18740,160,7,549.96
2025-05-10,CAM002104,276.7,24266,207,14,712.13
2025-05-11,CAM002104,242.14,21236,181,7,623.2
2025-05-12,CAM002104,206.45,18105,155,7,531.34
2025-05-13,CAM002104,193.97,17010,145,9,499.21
2025-05-14,CAM002104,238.52,20917,179,7,613.86
2025-05-15,CAM002104,156.45,13720,117,5,402.65
2025-05-16,CAM002104,165.11,14480,123,5,424.94
2025-05-17,CAM002104,221.51,19426,166,8,570.1
2025-05-18,CAM002104,229.29,20108,172,8,590.12
2025-05-19,CAM002104,152.36,13361,114,4,392.12
2025-05-20,CAM002104,163.13,14306,122,5,419.83
2025-05-21,CAM002104,218.46,19159,164,7,562.25
2025-05-22,CAM002104,167.25,14667,125,6,430.45
2025-05-23,CAM002104,213.49,18722,160,8,549.44
2025-05-24,CAM002104,358.52,31441,269,11,922.7
2025-05-25,CAM002104,238.8,20942,179,11,614.59
2025-05-26,CAM002104,275.44,24155,206,9,708.88
2025-05-27,CAM002104,140.57,12328,105,4,361.79
2025-05-28,CAM002104,216.25,18964,162,13,556.55
2025-05-29,CAM002104,152.59,13382,114,5,392.72
2025-05-30,CAM002104,175.86,15423,132,7,452.61
2025-05-31,CAM002104,195.83,17174,147,5,504.01
2025-06-01,CAM002104,142.41,12489,106,5,366.52
2025-06-02,CAM002104,198.47,17406,149,8,510.81
2025-06-03,CAM002104,200.72,17603,150,7,516.59
2025-06-04,CAM002104,214.32,18796,160,6,551.6
2025-06-05,CAM002104,195.38,17135,146,8,502.85
2025-06-06,CAM002104,161.46,14160,121,4,415.55
2025-06-07,CAM002104,230.39,20205,172,8,592.95
2025-06-08,CAM002104,280.91,24635,210,11,722.97
2025-06-09,CAM002104,183.37,16081,137,5,471.93
2025-06-10,CAM002104,255.76,22429,192,11,658.23
2025-06-11,CAM002104,252.79,22169,189,11,650.59
2025-06-12,CAM002104,153.12,13428,114,6,394.07
2025-09-13,CAM006522,8314.53,91653,3083,157,26867.18
2025-09-14,CAM006522,6440.7,70997,2388,108,20812.18
2025-09-15,CAM006522,5361.31,59099,1988,97,17324.28
2025-09-16,CAM006522,4862.78,53603,1803,62,15713.36
2025-09-17,CAM006522,5595.83,61684,2075,92,18082.1
2025-09-18,CAM006522,9773.35,107734,3624,238,31581.16
2025-09-19,CAM006522,5997.07,66107,2224,110,19378.67
2025-09-20,CAM006522,8480.11,93478,3145,156,27402.26
2025-09-21,CAM006522,6617.33,72944,2454,116,21382.96
2025-09-22,CAM006522,6068.71,66897,2250,89,19610.17
2025-09-23,CAM006522,7857.52,86615,2914,138,25390.44
2025-09-24,CAM006522,8034.78,88569,2979,184,25963.22
2025-09-25,CAM006522,6862.83,75651,2545,162,22176.23
2025-09-26,CAM006522,5993.45,66067,2222,99,19366.96
2025-09-27,CAM006522,6036.56,66542,2238,113,19506.27
2025-09-28,CAM006522,7899.82,87082,2929,158,25527.14
2025-09-29,CAM006522,9166.3,101043,3399,188,29619.57
2025-09-30,CAM006522,5595.47,61680,2075,107,18080.95
2025-10-01,CAM006522,7854.29,86580,2912,132,25379.99
2025-10-02,CAM006522,5779.28,63706,2143,134,18674.9
2025-10-03,CAM006522,7659.01,84427,2840,143,24748.99
2025-10-04,CAM006522,6507.26,71731,2413,113,21027.25
2025-10-05,CAM006522,7656.86,84403,2839,164,24742.03
2025-10-06,CAM006522,8070.61,88964,2993,154,26079.01
2025-10-07,CAM006522,5153.17,56805,1911,127,16651.72
2025-10-08,CAM006522,8309.03,91593,3081,187,26849.44
2025-10-09,CAM006522,8623.62,95060,3198,188,27865.98
2025-10-10,CAM006522,6713.13,74000,2489,99,21692.52
2025-10-11,CAM006522,6175.78,68077,2290,105,19956.14
2025-10-12,CAM006522,8431.77,92946,3127,214,27246.04
2024-09-07,CAM003661,5819.24,73734,2043,93,17456.59
2024-09-08,CAM003661,4300.59,54492,1510,57,12900.92
2024-09-09,CAM003661,5598.88,70942,1966,73,16795.56
2024-09-10,CAM003661,3873.37,49078,1360,89,11619.36
2024-09-11,CAM003661,4338.58,54973,1523,85,13014.9
2024-09-12,CAM003661,4214.44,53400,1480,52,12642.51
2024-09-13,CAM003661,4385.07,55562,1540,87,13154.36
2024-09-14,CAM003661,3942.05,49949,1384,80,11825.38
2024-09-15,CAM003661,4021.56,50956,1412,92,12063.89
2024-09-16,CAM003661,3977.13,50393,1396,78,11930.62
2024-09-17,CAM003661,4256.25,53930,1494,86,12767.92
2024-09-18,CAM003661,4099.06,51938,1439,83,12296.36
2024-09-19,CAM003661,4621.36,58556,1623,63,13863.19
2024-09-20,CAM003661,4570.85,57916,1605,73,13711.66
2024-09-21,CAM003661,4275.35,54172,1501,71,12825.21
2024-09-22,CAM003661,4068.33,51549,1428,94,12204.2
2024-09-23,CAM003661,3047.3,38611,1070,31,9141.29
2024-09-24,CAM003661,3586.19,45440,1259,60,10757.88
2024-09-25,CAM003661,3411.95,43232,1198,49,10235.18
2024-09-26,CAM003661,4607.21,58377,1618,82,13820.73
2024-09-27,CAM003661,6645.18,84199,2334,99,19934.23
2024-09-28,CAM003661,4763.53,60357,1673,93,14289.65
2024-09-29,CAM003661,4164.4,52766,1462,58,12492.37
2024-09-30,CAM003661,3935.42,49865,1382,77,11805.49
2024-10-01,CAM003661,3686.91,46716,1294,61,11060.0
2024-10-02,CAM003661,4105.6,52021,1442,61,12315.99
2024-10-03,CAM003661,5452.84,69091,1915,98,16357.45
2024-10-04,CAM003661,4045.62,51261,1420,83,12136.07
2024-10-05,CAM003661,4776.28,60519,1677,106,14327.89
2024-10-06,CAM003661,3887.05,49252,1365,76,11660.39
2026-06-22,CAM008644,805.57,38207,725,47,2362.34
2026-06-23,CAM008644,982.04,46577,884,46,2879.83
2026-06-24,CAM008644,859.42,40761,774,38,2520.24
2026-06-25,CAM008644,1015.33,48156,914,41,2977.47
2026-06-26,CAM008644,799.79,37933,720,40,2345.4
2026-06-27,CAM008644,767.75,36414,691,28,2251.43
2026-06-28,CAM008644,1067.75,50642,962,36,3131.18
2026-06-29,CAM008644,975.07,46247,878,41,2859.41
2026-06-30,CAM008644,635.33,30133,572,37,1863.12
2026-07-01,CAM008644,553.2,26238,498,31,1622.27
2026-07-02,CAM008644,1412.51,66994,1272,89,4142.2
2026-07-03,CAM008644,745.39,35353,671,45,2185.85
2026-07-04,CAM008644,1095.02,51936,986,41,3211.15
2026-07-05,CAM008644,717.57,34033,646,33,2104.26
2026-07-06,CAM008644,883.98,41926,796,49,2592.27
2026-07-07,CAM008644,967.56,45890,871,45,2837.36
2026-07-08,CAM008644,717.16,34014,646,38,2103.07
2026-07-09,CAM008644,993.34,47113,895,46,2912.96
2026-07-10,CAM008644,763.33,36204,687,31,2238.47
2026-07-11,CAM008644,648.54,30759,584,25,1901.83
2026-07-12,CAM008644,1164.52,55232,1049,52,3414.95
2026-07-13,CAM008644,704.05,33392,634,31,2064.62
2026-07-14,CAM008644,736.73,34942,663,36,2160.45
2026-07-15,CAM008644,738.62,35032,665,32,2166.0
2026-07-16,CAM008644,527.5,25019,475,19,1546.91
2026-07-17,CAM008644,843.4,40002,759,36,2473.27
2026-07-18,CAM008644,979.96,46478,883,46,2873.73
2026-07-19,CAM008644,1154.72,54767,1040,29,3386.22
2026-07-20,CAM008644,783.28,37150,705,40,2296.96
2026-07-21,CAM008644,805.62,38209,725,34,2362.47
2026-03-05,CAM009691,572.88,8481,213,9,1572.77
2026-03-06,CAM009691,572.73,8479,213,8,1572.37
2026-03-07,CAM009691,652.29,9657,243,10,1790.78
2026-03-08,CAM009691,856.75,12685,319,13,2352.12
2026-03-09,CAM009691,856.66,12683,319,19,2351.86
2026-03-10,CAM009691,791.71,11721,295,14,2173.54
2026-03-11,CAM009691,498.41,7379,186,6,1368.34
2026-03-12,CAM009691,739.63,10950,276,13,2030.57
2026-03-13,CAM009691,571.83,8466,213,12,1569.9
2026-03-14,CAM009691,1165.18,17251,434,21,3198.85
2026-03-15,CAM009691,858.51,12711,320,15,2356.95
2026-03-16,CAM009691,758.68,11232,283,14,2082.87
2026-03-17,CAM009691,749.78,11101,279,15,2058.43
2026-03-18,CAM009691,550.06,8144,205,7,1510.12
2026-03-19,CAM009691,398.52,5900,148,8,1094.09
2026-03-20,CAM009691,819.39,12131,305,17,2249.54
2026-03-21,CAM009691,906.89,13427,338,23,2489.76
2026-03-22,CAM009691,761.93,11281,284,9,2091.78
2026-03-23,CAM009691,495.24,7332,184,8,1359.61
2026-03-24,CAM009691,474.08,7019,176,6,1301.52
2026-03-25,CAM009691,620.75,9190,231,9,1704.2
2026-03-26,CAM009691,533.49,7898,199,10,1464.64
2026-03-27,CAM009691,525.52,7780,196,9,1442.75
2026-03-28,CAM009691,651.12,9640,243,15,1787.57
2026-03-29,CAM009691,604.53,8950,225,8,1659.66
2026-03-30,CAM009691,587.08,8692,219,16,1611.77
2026-03-31,CAM009691,850.37,12590,317,22,2334.6
2026-04-01,CAM009691,715.99,10600,267,13,1965.67
2026-04-02,CAM009691,538.38,7971,200,10,1478.05
2026-04-03,CAM009691,501.8,7429,187,8,1377.64
2026-04-04,CAM009691,785.44,11629,293,12,2156.34
2026-04-05,CAM009691,789.63,11691,294,13,2167.84
2026-04-06,CAM009691,391.15,5791,146,8,1073.85
2026-04-07,CAM009691,747.09,11061,278,12,2051.04
2026-04-08,CAM009691,646.9,9578,241,19,1776.0
2026-04-09,CAM009691,759.19,11240,283,12,2084.27
2026-04-10,CAM009691,706.28,10457,263,14,1939.01
2026-04-11,CAM009691,679.29,10057,253,12,1864.92
2026-04-12,CAM009691,511.1,7567,190,9,1403.17
2026-04-13,CAM009691,509.15,7538,190,7,1397.81
2026-04-14,CAM009691,603.78,8939,225,12,1657.6
2026-04-15,CAM009691,443.84,6571,165,7,1218.52
2026-04-16,CAM009691,491.6,7278,183,13,1349.63
2026-04-17,CAM009691,490.61,7263,183,8,1346.91
2026-04-18,CAM009691,566.08,8381,211,11,1554.11
2026-04-19,CAM009691,458.94,6795,171,11,1259.97
2026-04-20,CAM009691,1072.36,15877,400,25,2944.03
2026-04-21,CAM009691,674.34,9984,251,11,1851.32
2026-04-22,CAM009691,536.8,7947,200,7,1473.73
2026-04-23,CAM009691,580.02,8587,216,12,1592.37
2026-04-24,CAM009691,591.91,8763,220,10,1625.02
2026-04-25,CAM009691,763.08,11298,284,17,2094.95
2026-04-26,CAM009691,1053.64,15600,393,14,2892.64
2026-04-27,CAM009691,976.61,14459,364,23,2681.16
2026-04-28,CAM009691,769.97,11400,287,13,2113.88
2026-04-29,CAM009691,603.67,8937,225,13,1657.3
2026-04-30,CAM009691,612.74,9072,228,7,1682.21
2026-05-01,CAM009691,639.14,9463,238,10,1754.68
2026-05-02,CAM009691,895.37,13256,334,12,2458.14
2026-05-03,CAM009691,1180.6,17479,440,21,3241.21
2025-12-23,CAM001833,966.37,28975,333,16,2816.7
2025-12-24,CAM001833,1484.43,44509,511,32,4326.69
2025-12-25,CAM001833,1379.59,41366,475,24,4021.12
2025-12-26,CAM001833,1382.26,41446,476,18,4028.89
2025-12-27,CAM001833,1505.77,45149,519,25,4388.88
2025-12-28,CAM001833,1301.29,39018,448,15,3792.9
2025-12-29,CAM001833,1259.91,37777,434,24,3672.29
2025-12-30,CAM001833,1826.51,54766,629,30,5323.75
2025-12-31,CAM001833,1321.85,39634,455,21,3852.82
2026-01-01,CAM001833,1041.81,31237,359,16,3036.57
2026-01-02,CAM001833,1096.12,32866,377,11,3194.88
2026-01-03,CAM001833,1202.71,36062,414,18,3505.55
2026-01-04,CAM001833,1051.62,31531,362,13,3065.16
2026-01-05,CAM001833,973.71,29196,335,18,2838.09
2026-01-06,CAM001833,1228.13,36824,423,21,3579.65
2026-01-07,CAM001833,1045.32,31343,360,20,3046.81
2026-01-08,CAM001833,842.08,25249,290,18,2454.42
2026-01-09,CAM001833,746.83,22393,257,15,2176.81
2026-01-10,CAM001833,859.35,25767,296,11,2504.76
2026-01-11,CAM001833,911.22,27322,314,17,2655.94
2026-01-12,CAM001833,795.4,23849,274,16,2318.36
2026-01-13,CAM001833,986.41,29576,340,13,2875.09
