PurchaseID,CustomerID,CampaignID,PurchaseDate,PurchaseAmount,DiscountApplied,NetAmount,PaymentMethod,PurchaseStatus,ProfitMargin
PUR004461,CUST01932,CAM009857,2026-04-18,721.41,0.0,721.41,Debit Card,Completed,0.25
PUR004462,CUST03013,CAM007632,2025-09-23,353.58,0.09,321.76,Apple Pay,Completed,0.396
PUR004463,CUST03837,CAM005770,2026-04-26,1210.87,0.02,1186.65,Apple Pay,Completed,0.379
PUR004464,CUST02125,CAM000306,2026-04-06,715.27,0.0,715.27,Debit Card,Cancelled,0.282
PUR004465,CUST01068,CAM004458,2025-11-03,2208.73,0.0,2208.73,Google Pay,Completed,0.383
PUR004466,CUST01648,CAM005844,2025-05-28,111.97,0.0,111.97,Apple Pay,Completed,0.348
PUR004467,CUST00514,CAM000080,2026-03-11,1236.88,0.0,1236.88,Apple Pay,Completed,0.21
PUR004468,CUST00484,CAM007877,2025-02-14,1019.87,0.0,1019.87,Credit Card,Completed,0.399
PUR004469,CUST00410,CAM002034,2025-01-05,99.28,0.0,99.28,Google Pay,Completed,0.224
PUR004470,CUST04277,CAM001326,2025-11-15,333.79,0.0,333.79,Credit Card,Completed,0.306
PUR004471,CUST02542,CAM000035,2026-07-06,1852.86,0.0,1852.86,PayPal,Completed,0.278
PUR004472,CUST02361,CAM001817,2025-04-30,506.03,0.1,455.43,PayPal,Completed,0.346
PUR004473,CUST04789,CAM005052,2026-05-08,466.49,0.0,466.49,Credit Card,Completed,0.251
PUR004474,CUST02674,CAM007595,2025-01-08,326.66,0.11,290.73,Credit Card,Completed,0.297
PUR004475,CUST03343,CAM006402,2024-10-04,613.43,0.0,613.43,Credit Card,Completed,0.27
PUR004476,CUST01700,CAM009219,2026-01-02,205.49,0.06,193.16,Credit Card,Completed,0.401
PUR004477,CUST02703,CAM004463,2026-04-24,389.28,0.0,389.28,Credit Card,Completed,0.254
PUR004478,CUST01621,CAM006717,2026-06-16,1042.61,0.0,1042.61,Google Pay,Completed,0.222
PUR004479,CUST01734,CAM009945,2026-03-27,238.12,0.0,238.12,Debit Card,Completed,0.269
PUR004480,CUST01161,CAM005151,2026-08-11,238.38,0.09,216.93,PayPal,Completed,0.327
PUR004481,CUST00305,CAM007840,2024-10-28,1483.07,0.0,1483.07,Google Pay,Completed,0.397
PUR004482,CUST02409,CAM005883,2025-07-31,460.42,0.0,460.42,PayPal,Completed,0.41
PUR004483,CUST01893,CAM009185,2025-02-10,917.66,0.0,917.66,Apple Pay,Completed,0.244
PUR004484,CUST01302,CAM007684,2025-10-11,852.68,0.18,699.2,Debit Card,Completed,0.409
PUR004485,CUST02136,CAM008569,2025-07-18,729.5,0.13,634.66,Credit Card,Pending,0.213
PUR004486,CUST00766,CAM001107,2026-04-05,200.07,0.0,200.07,Google Pay,Completed,0.236
PUR004487,CUST00401,CAM008811,2025-07-27,612.33,0.22,477.62,Credit Card,Completed,0.42
PUR004488,CUST03954,CAM005678,2026-04-11,328.46,0.19,266.05,PayPal,Cancelled,0.382
PUR004489,CUST02828,CAM006112,2026-05-11,284.03,0.0,284.03,Google Pay,Completed,0.318
PUR004490,CUST04171,CAM005429,2025-11-20,464.35,0.0,464.35,Credit Card,Refunded,0.276
PUR004491,CUST02982,CAM004318,2025-04-07,1033.01,0.19,836.74,Debit Card,Completed,0.306
PUR004492,CUST03497,CAM007731,2024-10-16,2582.19,0.0,2582.19,Credit Card,Refunded,0.38
PUR004493,CUST02081,CAM004633,2025-03-28,590.47,0.0,590.47,Debit Card,Completed,0.231
PUR004494,CUST03649,CAM007561,2025-07-28,299.29,0.07,278.34,Credit Card,Pending,0.353
PUR004495,CUST00396,CAM008894,2025-04-01,351.98,0.0,351.98,PayPal,Completed,0.376
PUR004496,CUST00158,CAM000409,2025-04-22,4643.5,0.0,4643.5,Debit Card,Completed,0.407
PUR004497,CUST02527,CAM004990,2025-12-28,1200.24,0.18,984.2,Credit Card,Completed,0.222
PUR004498,CUST03746,CAM006282,2025-08-21,1025.23,0.12,902.2,Credit Card,Completed,0.221
PUR004499,CUST04269,CAM009275,2026-01-07,415.49,0.0,415.49,Debit Card,Completed,0.287
PUR004500,CUST00614,CAM004741,2026-07-04,576.35,0.0,576.35,Debit Card,Completed,0.2
PUR004501,CUST01955,CAM002918,2025-03-25,525.79,0.0,525.79,Credit Card,Completed,0.422
PUR004502,CUST00035,CAM008959,2025-04-13,1488.36,0.0,1488.36,PayPal,Refunded,0.352
PUR004503,CUST01200,CAM008302,2024-09-24,73.52,0.15,62.49,Credit Card,Pending,0.325
PUR004504,CUST01839,CAM002812,2026-05-28,97.94,0.0,97.94,Google Pay,Completed,0.378
PUR004505,CUST00394,CAM006657,2026-08-18,532.56,0.0,532.56,Debit Card,Completed,0.35
PUR004506,CUST03706,CAM006459,2025-01-18,396.6,0.0,396.6,PayPal,Completed,0.325
PUR004507,CUST04656,CAM005668,2025-04-12,678.86,0.0,678.86,Debit Card,Completed,0.433
PUR004508,CUST00047,CAM003646,2024-09-01,719.28,0.12,632.97,Credit Card,Pending,0.307
PUR004509,CUST02110,CAM004850,2026-08-30,609.93,0.0,609.93,PayPal,Pending,0.333
PUR004510,CUST02439,CAM007985,2025-11-16,626.17,0.0,626.17,PayPal,Refunded,0.377
PUR004511,CUST01778,CAM005993,2026-08-19,344.58,0.12,303.23,Debit Card,Pending,0.33
PUR004512,CUST04944,CAM001319,2025-03-28,693.14,0.01,686.21,Google Pay,Completed,0.275
PUR004513,CUST04750,CAM005018,2025-11-16,355.43,0.08,327.0,Credit Card,Completed,0.316
PUR004514,CUST03482,CAM003495,2026-05-21,1101.81,0.03,1068.76,Google Pay,Completed,0.431
PUR004515,CUST04018,CAM003869,2024-12-02,436.47,0.0,436.47,Credit Card,Completed,0.333
PUR004516,CUST03464,CAM004616,2025-11-22,399.14,0.0,399.14,Credit Card,Completed,0.315
PUR004517,CUST01748,CAM003543,2024-12-15,555.56,0.0,555.56,Google Pay,Completed,0.248
PUR004518,CUST03378,CAM009227,2025-04-03,1146.61,0.14,986.08,Google Pay,Completed,0.276
PUR004519,CUST02557,CAM002741,2025-02-14,704.5,0.13,612.92,PayPal,Completed,0.253
PUR004520,CUST03165,CAM000462,2025-05-12,406.72,0.12,357.91,Credit Card,Completed,0.271
PUR004521,CUST03141,CAM005122,2025-01-29,142.02,0.0,142.02,Debit Card,Completed,0.405
PUR004522,CUST02698,CAM009719,2025-01-07,618.94,0.0,618.94,Debit Card,Completed,0.245
PUR004523,CUST01563,CAM001243,2026-04-05,1184.46,0.0,1184.46,PayPal,Completed,0.24
PUR004524,CUST03461,CAM000035,2026-09-09,166.27,0.0,166.27,Credit Card,Pending,0.306
PUR004525,CUST03802,CAM009178,2024-09-30,1562.26,0.0,1562.26,Credit Card,Completed,0.324
PUR004526,CUST00948,CAM008922,2025-06-15,297.2,0.0,297.2,Debit Card,Completed,0.387
PUR004527,CUST01726,CAM004842,2026-07-23,1199.8,0.08,1103.82,PayPal,Pending,0.247
PUR004528,CUST04158,CAM006250,2026-06-08,154.87,0.0,154.87,PayPal,Completed,0.252
PUR004529,CUST03227,CAM005519,2025-12-05,1603.59,0.0,1603.59,PayPal,Pending,0.209
PUR004530,CUST03974,CAM000754,2025-10-19,461.36,0.07,429.06,PayPal,Completed,0.299
PUR004531,CUST00917,CAM003029,2026-04-06,261.82,0.21,206.84,Debit Card,Completed,0.414
PUR004532,CUST02157,CAM002978,2025-03-07,952.26,0.0,952.26,Google Pay,Completed,0.288
PUR004533,CUST03961,CAM006966,2026-06-16,769.05,0.0,769.05,Google Pay,Completed,0.376
PUR004534,CUST01328,CAM003107,2026-03-04,409.43,0.0,409.43,Debit Card,Cancelled,0.389
PUR004535,CUST01498,CAM009448,2026-08-11,2308.19,0.2,1846.55,Apple Pay,Completed,0.248
PUR004536,CUST01622,CAM003435,2025-12-14,119.48,0.12,105.14,Credit Card,Completed,0.237
PUR004537,CUST04483,CAM001536,2025-07-30,462.02,0.07,429.68,Debit Card,Completed,0.215
PUR004538,CUST04224,CAM008671,2025-04-25,244.7,0.0,244.7,Debit Card,Completed,0.213
PUR004539,CUST03829,CAM002887,2026-08-21,1153.81,0.07,1073.04,Credit Card,Refunded,0.405
PUR004540,CUST00061,CAM000090,2024-11-07,1425.66,0.17,1183.3,Debit Card,Completed,0.25
PUR004541,CUST00400,CAM000221,2025-11-18,883.7,0.18,724.63,PayPal,Completed,0.432
PUR004542,CUST00855,CAM007734,2025-09-15,355.77,0.0,355.77,PayPal,Completed,0.281
PUR004543,CUST02058,CAM004648,2026-06-17,242.42,0.0,242.42,Apple Pay,Completed,0.395
PUR004544,CUST02093,CAM007985,2025-11-15,256.61,0.0,256.61,Credit Card,Completed,0.405
PUR004545,CUST03441,CAM001789,2026-08-05,316.03,0.15,268.63,Credit Card,Completed,0.331
PUR004546,CUST00595,CAM008513,2025-02-20,1269.48,0.0,1269.48,PayPal,Completed,0.209
PUR004547,CUST03326,CAM007047,2026-03-24,389.97,0.0,389.97,PayPal,Completed,0.38
PUR004548,CUST03653,CAM002920,2025-09-16,576.89,0.0,576.89,Google Pay,Completed,0.416
PUR004549,CUST00791,CAM007689,2025-10-27,364.89,0.0,364.89,Debit Card,Completed,0.379
PUR004550,CUST04925,CAM006981,2025-08-30,182.28,0.0,182.28,Debit Card,Completed,0.397
PUR004551,CUST04309,CAM002447,2025-05-06,558.13,0.0,558.13,PayPal,Completed,0.422
PUR004552,CUST04682,CAM006916,2025-11-17,572.57,0.0,572.57,Apple Pay,Completed,0.216
PUR004553,CUST00182,CAM002145,2026-01-31,212.0,0.0,212.0,Debit Card,Cancelled,0.37
PUR004554,CUST03870,CAM008596,2025-04-11,305.08,0.0,305.08,Debit Card,Pending,0.209
PUR004555,CUST01674,CAM004840,2025-08-23,122.41,0.0,122.41,Debit Card,Completed,0.212
PUR004556,CUST01494,CAM000272,2025-12-19,237.13,0.0,237.13,Debit Card,Completed,0.23
PUR004557,CUST02403,CAM002720,2026-03-30,605.55,0.0,605.55,PayPal,Completed,0.397
PUR004558,CUST03462,CAM001119,2024-11-22,276.67,0.0,276.67,Credit Card,Pending,0.435
PUR004559,CUST00123,CAM007902,2025-06-25,1255.99,0.0,1255.99,Apple Pay,Completed,0.273
PUR004560,CUST04641,CAM005311,2025-09-08,3279.38,0.0,3279.38,Credit Card,Pending,0.398
PUR004561,CUST04086,CAM005964,2025-12-22,369.36,0.0,369.36,PayPal,Completed,0.294
PUR004562,CUST02537,CAM009405,2025-08-07,617.59,0.0,617.59,Apple Pay,Completed,0.441
PUR004563,CUST04615,CAM005984,2024-10-06,818.79,0.12,720.54,Google Pay,Completed,0.22
PUR004564,CUST04630,CAM005364,2026-03-31,823.96,0.22,642.69,Debit Card,Completed,0.388
PUR004565,CUST04027,CAM009241,2026-07-15,1001.16,0.1,901.04,Credit Card,Completed,0.391
PUR004566,CUST04441,CAM004970,2025-03-22,529.35,0.0,529.35,Debit Card,Completed,0.37
PUR004567,CUST01791,CAM009364,2025-04-12,515.29,0.0,515.29,Google Pay,Refunded,0.361
PUR004568,CUST01202,CAM006043,2025-12-08,101.72,0.07,94.6,PayPal,Pending,0.292
PUR004569,CUST00879,CAM003405,2024-10-09,1575.65,0.0,1575.65,Credit Card,Completed,0.214
PUR004570,CUST01333,CAM003218,2024-11-24,1324.53,0.0,1324.53,Credit Card,Refunded,0.2
PUR004571,CUST02189,CAM000294,2025-10-10,521.83,0.0,521.83,PayPal,Completed,0.376
PUR004572,CUST00883,CAM006829,2026-02-17,534.22,0.0,534.22,Google Pay,Completed,0.38
PUR004573,CUST04188,CAM002507,2026-07-23,89.67,0.19,72.63,Credit Card,Completed,0.218
PUR004574,CUST02556,CAM000901,2024-11-12,482.35,0.0,482.35,PayPal,Refunded,0.254
PUR004575,CUST02980,CAM006554,2026-04-26,226.61,0.21,179.02,PayPal,Completed,0.433
PUR004576,CUST00714,CAM004476,2024-10-08,1342.03,0.15,1140.73,Credit Card,Completed,0.37
PUR004577,CUST02110,CAM000254,2025-10-10,732.79,0.0,732.79,Credit Card,Completed,0.349
PUR004578,CUST01451,CAM002440,2026-07-19,1255.08,0.0,1255.08,Debit Card,Cancelled,0.35
PUR004579,CUST03332,CAM002111,2025-09-16,765.61,0.0,765.61,PayPal,Completed,0.235
PUR004580,CUST03709,CAM005299,2025-08-27,570.05,0.0,570.05,PayPal,Completed,0.337
PUR004581,CUST04270,CAM008746,2026-02-25,790.83,0.23,608.94,PayPal,Completed,0.352
PUR004582,CUST03137,CAM006219,2025-08-26,1095.69,0.0,1095.69,Debit Card,Completed,0.289
PUR004583,CUST04679,CAM008963,2024-09-26,92.63,0.0,92.63,Apple Pay,Completed,0.418
PUR004584,CUST01988,CAM000337,2025-12-24,3621.11,0.0,3621.11,Debit Card,Pending,0.323
PUR004585,CUST02685,CAM004890,2026-06-14,66.72,0.0,66.72,Apple Pay,Completed,0.394
PUR004586,CUST02391,CAM002267,2025-09-05,781.59,0.0,781.59,Apple Pay,Completed,0.363
PUR004587,CUST01393,CAM006144,2025-09-05,152.81,0.05,145.17,Credit Card,Completed,0.438
PUR004588,CUST04974,CAM007989,2026-06-22,95.81,0.0,95.81,Credit Card,Completed,0.351
PUR004589,CUST01145,CAM003295,2025-03-12,1269.62,0.07,1180.75,Google Pay,Completed,0.243
PUR004590,CUST04680,CAM000453,2025-03-16,597.06,0.0,597.06,PayPal,Completed,0.426
PUR004591,CUST04770,CAM003960,2025-11-29,780.92,0.0,780.92,Credit Card,Completed,0.368
PUR004592,CUST00272,CAM006743,2025-05-29,535.16,0.0,535.16,Apple Pay,Completed,0.221
PUR004593,CUST03098,CAM002495,2026-03-04,63.34,0.02,62.07,Google Pay,Completed,0.319
PUR004594,CUST02029,CAM003844,2026-08-07,796.46,0.0,796.46,Debit Card,Completed,0.299
PUR004595,CUST04441,CAM009009,2025-07-26,693.75,0.0,693.75,Credit Card,Completed,0.238
PUR004596,CUST04926,CAM009711,2026-02-09,950.69,0.0,950.69,Debit Card,Pending,0.437
PUR004597,CUST02145,CAM005303,2025-03-23,894.32,0.11,795.94,Apple Pay,Completed,0.217
PUR004598,CUST03502,CAM007700,2026-06-14,1170.8,0.0,1170.8,Debit Card,Completed,0.236
PUR004599,CUST01244,CAM004326,2024-10-11,461.56,0.0,461.56,Credit Card,Completed,0.232
PUR004600,CUST03526,CAM002531,2025-05-12,1102.43,0.05,1047.31,Credit Card,Completed,0.305
PUR004601,CUST03737,CAM000009,2025-06-18,877.65,0.24,667.01,Debit Card,Completed,0.378
PUR004602,CUST00749,CAM009278,2025-04-18,1548.79,0.21,1223.54,PayPal,Completed,0.346
PUR004603,CUST03090,CAM001533,2025-07-20,424.11,0.0,424.11,Apple Pay,Completed,0.371
PUR004604,CUST00759,CAM009398,2025-08-27,448.99,0.0,448.99,Debit Card,Completed,0.338
PUR004605,CUST00627,CAM005624,2026-08-06,300.69,0.19,243.56,PayPal,Cancelled,0.24
PUR004606,CUST04519,CAM004777,2026-06-05,2581.39,0.0,2581.39,Debit Card,Completed,0.218
PUR004607,CUST02542,CAM005152,2026-02-26,1760.45,0.01,1742.85,Apple Pay,Completed,0.328
PUR004608,CUST04657,CAM004369,2024-12-31,380.47,0.0,380.47,Credit Card,Pending,0.244
PUR004609,CUST04697,CAM003035,2025-06-25,358.09,0.1,322.28,Credit Card,Completed,0.224
PUR004610,CUST00774,CAM008456,2025-02-18,108.16,0.0,108.16,Debit Card,Completed,0.346
PUR004611,CUST04430,CAM008673,2024-10-27,260.15,0.0,260.15,Credit Card,Completed,0.381
PUR004612,CUST00394,CAM003596,2025-08-06,1047.05,0.03,1015.64,PayPal,Completed,0.213
PUR004613,CUST00440,CAM004243,2026-04-13,1242.52,0.0,1242.52,Debit Card,Completed,0.301
PUR004614,CUST03947,CAM004975,2025-05-12,1085.07,0.12,954.86,Credit Card,Completed,0.211
PUR004615,CUST00791,CAM005031,2025-11-25,340.42,0.0,340.42,Credit Card,Completed,0.219
PUR004616,CUST00117,CAM001158,2025-08-14,1081.63,0.0,1081.63,Apple Pay,Completed,0.238
PUR004617,CUST03601,CAM008341,2025-03-04,380.68,0.11,338.81,Debit Card,Completed,0.225
PUR004618,CUST03749,CAM006023,2025-02-25,562.25,0.0,562.25,Credit Card,Completed,0.231
PUR004619,CUST03009,CAM007344,2025-01-03,419.39,0.0,419.39,PayPal,Completed,0.42
PUR004620,CUST03855,CAM000522,2025-03-28,159.15,0.0,159.15,Credit Card,Completed,0.422
PUR004621,CUST00842,CAM006172,2025-07-10,476.11,0.02,466.59,Credit Card,Completed,0.239
PUR004622,CUST01903,CAM003427,2025-12-13,533.65,0.04,512.3,Credit Card,Completed,0.235
PUR004623,CUST03183,CAM006644,2024-12-07,576.24,0.0,576.24,PayPal,Cancelled,0.426
PUR004624,CUST01975,CAM000397,2026-08-04,1046.25,0.0,1046.25,PayPal,Completed,0.366
PUR004625,CUST00171,CAM001082,2025-11-24,468.59,0.0,468.59,Debit Card,Completed,0.24
PUR004626,CUST00833,CAM003681,2024-10-17,352.03,0.12,309.79,Apple Pay,Refunded,0.442
PUR004627,CUST04181,CAM008874,2026-06-30,434.57,0.0,434.57,Debit Card,Completed,0.209
PUR004628,CUST01726,CAM006833,2024-10-03,561.54,0.0,561.54,Credit Card,Pending,0.216
PUR004629,CUST04361,CAM003901,2024-10-19,1306.23,0.0,1306.23,PayPal,Completed,0.268
PUR004630,CUST00289,CAM008016,2025-11-28,65.44,0.0,65.44,Debit Card,Cancelled,0.217
PUR004631,CUST03963,CAM004696,2025-05-20,171.57,0.0,171.57,Credit Card,Completed,0.4
PUR004632,CUST02976,CAM000788,2025-11-12,1941.92,0.0,1941.92,Google Pay,Completed,0.405
PUR004633,CUST01444,CAM006695,2024-08-21,1486.12,0.05,1411.81,Google Pay,Completed,0.317
PUR004634,CUST00505,CAM002433,2026-01-25,170.22,0.04,163.41,Apple Pay,Cancelled,0.395
PUR004635,CUST03718,CAM003527,2024-12-27,135.6,0.0,135.6,Debit Card,Completed,0.399
PUR004636,CUST01109,CAM002984,2024-10-10,657.43,0.0,657.43,Credit Card,Completed,0.417
PUR004637,CUST02563,CAM006491,2026-04-16,674.45,0.0,674.45,Apple Pay,Completed,0.261
PUR004638,CUST02935,CAM006972,2025-07-19,1392.98,0.03,1351.19,PayPal,Completed,0.351
PUR004639,CUST03709,CAM007701,2024-10-27,641.72,0.0,641.72,Google Pay,Completed,0.266
PUR004640,CUST01875,CAM006489,2026-03-08,365.0,0.0,365.0,PayPal,Completed,0.31
PUR004641,CUST04888,CAM005490,2025-04-02,564.16,0.0,564.16,Credit Card,Completed,0.245
PUR004642,CUST02462,CAM001129,2025-01-20,642.95,0.12,565.8,Google Pay,Completed,0.333
PUR004643,CUST01752,CAM006402,2024-11-06,1641.18,0.09,1493.47,Credit Card,Completed,0.218
PUR004644,CUST04171,CAM009442,2026-07-03,1501.51,0.0,1501.51,Debit Card,Completed,0.447
PUR004645,CUST01241,CAM004416,2025-09-13,363.48,0.0,363.48,PayPal,Completed,0.33
PUR004646,CUST04511,CAM004606,2025-07-07,104.97,0.0,104.97,Debit Card,Pending,0.311
PUR004647,CUST04947,CAM001765,2025-03-27,385.71,0.04,370.28,Apple Pay,Completed,0.387
PUR004648,CUST01191,CAM000640,2026-02-26,125.13,0.0,125.13,Debit Card,Completed,0.275
PUR004649,CUST03459,CAM004728,2025-08-15,678.2,0.0,678.2,Google Pay,Cancelled,0.319
PUR004650,CUST03240,CAM008097,2024-09-06,510.38,0.03,495.07,Debit Card,Completed,0.394
PUR004651,CUST02081,CAM008325,2024-12-16,78.49,0.09,71.43,Debit Card,Cancelled,0.429
PUR004652,CUST03933,CAM001974,2025-01-16,2188.74,0.12,1926.09,Apple Pay,Completed,0.374
PUR004653,CUST02397,CAM005803,2026-07-28,1231.07,0.24,935.61,Credit Card,Completed,0.263
PUR004654,CUST00828,CAM001932,2026-02-15,221.99,0.0,221.99,Apple Pay,Completed,0.294
PUR004655,CUST04240,CAM007995,2024-12-30,376.61,0.24,286.22,Debit Card,Completed,0.312
PUR004656,CUST03063,CAM007681,2024-10-06,233.0,0.0,233.0,Debit Card,Completed,0.381
PUR004657,CUST02042,CAM002286,2024-12-01,607.28,0.0,607.28,PayPal,Completed,0.294
PUR004658,CUST00185,CAM007388,2025-08-20,55.2,0.0,55.2,Apple Pay,Completed,0.363
PUR004659,CUST02248,CAM003320,2025-08-14,953.49,0.0,953.49,PayPal,Completed,0.423
PUR004660,CUST04214,CAM001158,2025-08-13,1199.73,0.04,1151.74,Credit Card,Completed,0.325
PUR004661,CUST04207,CAM004326,2024-10-17,1713.21,0.0,1713.21,Credit Card,Completed,0.264
PUR004662,CUST04452,CAM001681,2025-02-16,264.54,0.0,264.54,Debit Card,Pending,0.372
PUR004663,CUST01716,CAM005261,2024-11-14,2054.58,0.21,1623.12,PayPal,Pending,0.408
PUR004664,CUST01726,CAM007063,2026-05-17,1726.11,0.15,1467.19,Debit Card,Completed,0.355
PUR004665,CUST02186,CAM005037,2026-07-13,531.92,0.0,531.92,Google Pay,Completed,0.415
PUR004666,CUST00170,CAM004316,2024-09-10,158.43,0.22,123.58,PayPal,Refunded,0.35
PUR004667,CUST01399,CAM007645,2025-07-17,1643.25,0.2,1314.6,Credit Card,Completed,0.241
PUR004668,CUST02125,CAM001298,2026-04-23,303.08,0.13,263.68,Apple Pay,Completed,0.286
PUR004669,CUST00530,CAM009010,2025-07-11,1542.55,0.0,1542.55,Credit Card,Completed,0.441
PUR004670,CUST04723,CAM005550,2024-12-02,541.77,0.21,428.0,PayPal,Completed,0.445
PUR004671,CUST04683,CAM002783,2025-11-06,340.84,0.0,340.84,Credit Card,Completed,0.318
PUR004672,CUST04629,CAM003511,2024-12-09,547.37,0.0,547.37,Debit Card,Completed,0.203
PUR004673,CUST03052,CAM005755,2025-06-23,1007.04,0.14,866.05,Debit Card,Completed,0.374
PUR004674,CUST02667,CAM005180,2025-05-29,540.2,0.0,540.2,Debit Card,Completed,0.31
PUR004675,CUST04641,CAM007948,2025-01-23,393.62,0.16,330.64,Credit Card,Completed,0.336
PUR004676,CUST02253,CAM000424,2025-07-15,1054.57,0.0,1054.57,Credit Card,Completed,0.271
PUR004677,CUST00178,CAM007319,2024-09-28,365.68,0.0,365.68,Apple Pay,Completed,0.354
PUR004678,CUST04731,CAM000938,2025-08-06,1108.3,0.0,1108.3,Credit Card,Completed,0.421
PUR004679,CUST01212,CAM002220,2026-01-21,1831.26,0.0,1831.26,Credit Card,Completed,0.312
PUR004680,CUST04357,CAM001710,2025-06-29,61.65,0.09,56.1,Apple Pay,Completed,0.308
PUR004681,CUST02284,CAM008846,2025-05-24,1527.91,0.16,1283.44,Debit Card,Completed,0.212
PUR004682,CUST04595,CAM000121,2026-08-20,199.83,0.0,199.83,Credit Card,Refunded,0.447
PUR004683,CUST02694,CAM007780,2026-08-02,420.23,0.12,369.8,PayPal,Pending,0.3
PUR004684,CUST01207,CAM005408,2026-01-26,176.6,0.0,176.6,Credit Card,Pending,0.337
PUR004685,CUST04628,CAM009171,2024-11-26,901.74,0.09,820.58,Debit Card,Completed,0.203
PUR004686,CUST03276,CAM007109,2026-05-29,1591.88,0.22,1241.67,Credit Card,Pending,0.421
PUR004687,CUST01780,CAM001929,2024-12-04,3087.16,0.08,2840.19,Debit Card,Completed,0.223
PUR004688,CUST00945,CAM005342,2025-09-11,474.91,0.0,474.91,Credit Card,Completed,0.246
PUR004689,CUST03192,CAM000974,2026-09-10,57.48,0.13,50.01,PayPal,Completed,0.236
PUR004690,CUST01358,CAM000677,2025-06-28,665.19,0.0,665.19,Credit Card,Completed,0.358
PUR004691,CUST00661,CAM003547,2025-07-28,311.77,0.0,311.77,PayPal,Completed,0.357
PUR004692,CUST03005,CAM003890,2024-11-13,2455.49,0.0,2455.49,Credit Card,Completed,0.301
PUR004693,CUST01152,CAM003198,2026-03-13,482.46,0.0,482.46,PayPal,Completed,0.37
PUR004694,CUST03357,CAM007720,2026-01-11,1530.66,0.24,1163.3,Apple Pay,Completed,0.324
PUR004695,CUST03872,CAM002026,2025-09-08,892.49,0.01,883.57,PayPal,Completed,0.411
PUR004696,CUST00024,CAM003905,2025-07-21,465.62,0.0,465.62,Debit Card,Cancelled,0.365
PUR004697,CUST04189,CAM009815,2026-01-03,249.17,0.0,249.17,PayPal,Completed,0.281
PUR004698,CUST00893,CAM008441,2025-08-25,1182.87,0.11,1052.75,Apple Pay,Completed,0.336
PUR004699,CUST04167,CAM002569,2024-11-30,65.01,0.2,52.01,PayPal,Completed,0.321
PUR004700,CUST02945,CAM007902,2025-06-13,1106.85,0.0,1106.85,Debit Card,Completed,0.203
PUR004701,CUST00043,CAM005572,2025-03-18,477.55,0.08,439.35,Apple Pay,Completed,0.258
PUR004702,CUST03661,CAM001976,2025-06-28,144.94,0.13,126.1,PayPal,Completed,0.41
PUR004703,CUST03907,CAM001190,2024-09-08,662.85,0.16,556.79,PayPal,Completed,0.262
PUR004704,CUST03339,CAM003918,2025-10-15,715.4,0.04,686.78,Debit Card,Pending,0.228
PUR004705,CUST01159,CAM007471,2025-12-26,271.84,0.0,271.84,Credit Card,Completed,0.376
PUR004706,CUST01632,CAM006579,2024-12-18,515.28,0.0,515.28,Credit Card,Refunded,0.435
PUR004707,CUST03843,CAM002191,2025-02-12,896.04,0.0,896.04,Credit Card,Completed,0.267
PUR004708,CUST02317,CAM005166,2025-06-18,903.21,0.0,903.21,Google Pay,Completed,0.403
PUR004709,CUST02295,CAM009204,2026-04-02,263.14,0.0,263.14,PayPal,Completed,0.436
PUR004710,CUST01855,CAM007236,2025-12-06,661.68,0.21,522.73,PayPal,Completed,0.242
PUR004711,CUST04378,CAM002379,2025-02-02,2705.6,0.24,2056.26,Credit Card,Completed,0.23
PUR004712,CUST00510,CAM009573,2026-07-10,265.87,0.0,265.87,Apple Pay,Completed,0.356
PUR004713,CUST04502,CAM008612,2024-10-14,421.52,0.0,421.52,Google Pay,Completed,0.406
PUR004714,CUST00330,CAM005507,2026-04-08,904.86,0.12,796.28,Debit Card,Completed,0.445
PUR004715,CUST04310,CAM006225,2026-02-02,795.66,0.0,795.66,Debit Card,Cancelled,0.409
PUR004716,CUST04067,CAM001912,2025-04-12,195.33,0.0,195.33,Google Pay,Completed,0.357
PUR004717,CUST01621,CAM001314,2025-04-18,1041.69,0.0,1041.69,Debit Card,Completed,0.309
PUR004718,CUST04850,CAM000156,2025-07-14,800.87,0.22,624.68,Apple Pay,Pending,0.394
PUR004719,CUST01528,CAM005031,2025-12-30,403.06,0.0,403.06,Debit Card,Completed,0.322
PUR004720,CUST02113,CAM003022,2026-01-23,110.14,0.0,110.14,Apple Pay,Completed,0.444
PUR004721,CUST02167,CAM005212,2026-02-24,896.08,0.01,887.12,Debit Card,Completed,0.283
PUR004722,CUST01002,CAM001303,2024-11-12,1435.76,0.0,1435.76,Apple Pay,Completed,0.378
PUR004723,CUST04038,CAM000921,2025-05-13,506.2,0.0,506.2,Debit Card,Completed,0.257
PUR004724,CUST00491,CAM003202,2025-06-12,104.99,0.0,104.99,Apple Pay,Completed,0.245
PUR004725,CUST04966,CAM002671,2025-01-04,407.87,0.0,407.87,Debit Card,Completed,0.401
PUR004726,CUST02734,CAM001957,2025-12-05,616.1,0.22,480.56,Credit Card,Refunded,0.302
PUR004727,CUST01540,CAM001257,2026-02-26,417.7,0.2,334.16,Debit Card,Completed,0.241
PUR004728,CUST00633,CAM004332,2026-02-07,895.48,0.0,895.48,PayPal,Cancelled,0.317
PUR004729,CUST03429,CAM009765,2025-03-28,136.8,0.0,136.8,Apple Pay,Completed,0.428
