CustomerID,Age,Gender,Education,IncomeLevel,Region,DeviceType,CustomerSegment,AcquisitionChannel,CustomerTenureDays,CustomerLifetimeValue,LoyaltyScore,TotalPurchases
CUST02608,35,Female,Associate,Low,North America,Desktop,Platinum,Social Media,154,22284.45,69.9,5
CUST02609,20,Male,Bachelor,Medium-Low,Asia-Pacific,Mobile,Bronze,Social Media,28,5898.27,48.5,1
CUST02610,37,Female,Bachelor,Medium-High,Asia-Pacific,Desktop,Gold,Social Media,10,19810.35,52.2,8
CUST02611,39,Female,Associate,Medium-Low,North America,Desktop,Gold,Organic Search,166,3490.97,86.2,4
CUST02612,26,Non-binary,Bachelor,Low,Asia-Pacific,Mobile,Silver,Social Media,300,4609.22,78.0,3
CUST02613,39,Male,High School,Medium-High,Middle East,Mobile,Platinum,Organic Search,251,39952.34,66.4,9
CUST02614,22,Male,Master,Low,North America,Desktop,Bronze,Organic Search,395,4546.22,98.4,3
CUST02615,28,Male,Associate,Medium-Low,North America,Mobile,Bronze,Organic Search,1095,6669.44,97.7,1
CUST02616,39,Female,Bachelor,Medium-Low,Latin America,Tablet,Gold,Referral,183,25207.04,98.1,9
CUST02617,33,Female,Associate,Medium-High,North America,Tablet,Silver,Social Media,160,11556.26,54.6,5
CUST02618,38,Female,Bachelor,Medium-High,Europe,Desktop,Gold,Referral,240,12846.48,57.2,3
CUST02619,39,Non-binary,Bachelor,Medium-Low,North America,Desktop,Bronze,Social Media,639,2166.01,94.8,2
CUST02620,30,Male,Associate,Medium,North America,Mobile,Platinum,Email,437,72781.64,90.4,15
CUST02621,40,Male,Master,Medium,North America,Desktop,Gold,Social Media,1095,15120.09,37.5,4
CUST02622,38,Female,PhD,Medium,Europe,Tablet,Platinum,Organic Search,708,5025.62,31.7,13
CUST02623,35,Female,Bachelor,Low,North America,Mobile,Bronze,Social Media,480,4270.73,55.7,2
CUST02624,32,Male,Associate,Medium,North America,Tablet,Gold,Organic Search,170,15338.03,88.9,7
CUST02625,34,Female,Master,Medium-Low,Europe,Mobile,Silver,Referral,204,8879.48,93.8,3
CUST02626,45,Female,Associate,High,Latin America,Desktop,Gold,Display Ads,249,30894.67,37.6,9
CUST02627,46,Female,Associate,Medium-High,North America,Mobile,Platinum,Direct,228,25121.61,41.0,16
CUST02628,36,Male,PhD,Medium,Europe,Mobile,Silver,Paid Search,194,4653.35,44.0,7
CUST02629,29,Male,High School,Medium-Low,Asia-Pacific,Tablet,Silver,Direct,518,8721.7,48.0,6
CUST02630,38,Female,Master,Medium,Europe,Mobile,Gold,Organic Search,663,9914.39,88.0,8
CUST02631,27,Female,Master,Medium-High,Latin America,Mobile,Bronze,Direct,47,8210.77,46.8,4
CUST02632,54,Male,Bachelor,Medium-High,North America,Mobile,Gold,Social Media,555,20348.41,49.2,9
CUST02633,28,Female,Master,Low,Middle East,Mobile,Gold,Organic Search,765,4751.29,99.0,3
CUST02634,40,Female,High School,Medium-High,North America,Mobile,Bronze,Email,1095,4423.62,93.0,3
CUST02635,30,Male,Bachelor,Medium,Latin America,Mobile,Silver,Organic Search,423,14375.5,99.4,3
CUST02636,44,Male,Master,Medium-Low,Europe,Desktop,Gold,Social Media,151,3538.33,52.6,11
CUST02637,31,Male,High School,Medium-High,North America,Mobile,Silver,Paid Search,286,1141.56,36.3,5
CUST02638,34,Male,Bachelor,Medium-Low,North America,Desktop,Bronze,Organic Search,954,10731.39,31.1,0
CUST02639,38,Male,Bachelor,Medium-High,Middle East,Mobile,Silver,Email,57,2391.64,32.4,4
CUST02640,34,Male,Bachelor,Medium,Europe,Mobile,Gold,Direct,0,9485.06,83.6,4
CUST02641,45,Male,Master,Medium-High,Asia-Pacific,Mobile,Gold,Display Ads,280,29184.32,39.0,6
CUST02642,40,Female,High School,Medium,North America,Tablet,Silver,Organic Search,412,10168.93,97.6,5
CUST02643,29,Male,High School,High,North America,Mobile,Silver,Direct,438,1670.87,47.4,3
CUST02644,29,Female,PhD,Medium-Low,Europe,Mobile,Silver,Paid Search,147,3515.0,88.1,5
CUST02645,42,Female,PhD,Low,Europe,Mobile,Gold,Paid Search,690,33201.73,89.4,8
CUST02646,35,Female,Master,Medium-Low,Europe,Tablet,Bronze,Direct,37,15989.99,41.8,3
CUST02647,46,Female,Bachelor,High,North America,Mobile,Gold,Paid Search,244,18927.2,79.7,5
CUST02648,44,Male,Bachelor,Medium,Europe,Mobile,Silver,Paid Search,488,8394.46,68.9,5
CUST02649,37,Male,Associate,Medium-High,North America,Desktop,Gold,Direct,175,4891.16,49.4,8
CUST02650,36,Female,Bachelor,Medium-High,Asia-Pacific,Mobile,Gold,Social Media,243,23236.1,62.2,12
CUST02651,38,Male,Bachelor,Medium-High,North America,Mobile,Bronze,Social Media,368,10843.55,97.9,0
CUST02652,27,Male,Bachelor,Medium-High,North America,Mobile,Silver,Direct,831,13385.09,81.8,5
CUST02653,48,Male,Master,High,Europe,Desktop,Platinum,Social Media,136,26564.41,86.8,9
CUST02654,29,Male,Master,High,North America,Mobile,Gold,Organic Search,208,19920.73,50.6,8
CUST02655,31,Female,Associate,Medium-High,Europe,Desktop,Bronze,Direct,285,15599.78,85.5,4
CUST02656,34,Male,Bachelor,Medium,North America,Desktop,Gold,Direct,264,59652.39,93.4,4
CUST02657,27,Male,Associate,Medium-Low,Europe,Mobile,Gold,Referral,95,4699.65,90.7,7
CUST02658,41,Female,Associate,Medium,North America,Mobile,Silver,Email,522,16005.38,74.4,3
CUST02659,40,Male,High School,Medium-High,North America,Mobile,Platinum,Organic Search,250,65607.84,78.8,9
CUST02660,35,Male,High School,Medium-High,Europe,Mobile,Platinum,Organic Search,448,21014.03,45.4,11
CUST02661,45,Male,High School,Medium-Low,Middle East,Desktop,Bronze,Paid Search,56,5461.35,81.7,5
CUST02662,33,Female,PhD,Low,Europe,Mobile,Bronze,Paid Search,326,4122.57,95.3,1
CUST02663,35,Female,PhD,Medium,Europe,Tablet,Silver,Social Media,42,17663.28,50.4,1
CUST02664,39,Male,High School,Medium,Asia-Pacific,Desktop,Gold,Email,70,9335.78,57.5,8
CUST02665,36,Non-binary,Bachelor,Medium,North America,Tablet,Silver,Organic Search,451,7225.13,79.0,3
CUST02666,45,Male,Master,Medium-High,Europe,Mobile,Gold,Social Media,116,6934.61,33.2,8
CUST02667,32,Female,Bachelor,Medium,North America,Desktop,Silver,Direct,168,6096.02,74.0,4
CUST02668,35,Male,Bachelor,Medium,North America,Desktop,Silver,Referral,92,7831.43,75.3,5
CUST02669,35,Male,Bachelor,Medium-High,Asia-Pacific,Tablet,Silver,Organic Search,202,9197.73,42.8,4
CUST02670,40,Male,Bachelor,Medium-High,Asia-Pacific,Mobile,Silver,Display Ads,476,4132.89,82.7,8
CUST02671,32,Female,High School,Medium,Asia-Pacific,Mobile,Silver,Paid Search,1095,15470.45,82.8,6
CUST02672,29,Male,Master,Medium-High,Middle East,Mobile,Silver,Organic Search,0,18477.15,73.9,0
CUST02673,29,Female,Bachelor,Medium-High,North America,Mobile,Bronze,Social Media,500,8017.59,85.5,0
CUST02674,29,Male,Associate,Medium-Low,Europe,Mobile,Gold,Social Media,876,11766.98,80.1,7
CUST02675,41,Male,High School,Medium-High,Europe,Mobile,Gold,Social Media,179,23500.54,79.2,8
CUST02676,38,Male,Bachelor,Medium,Europe,Mobile,Gold,Social Media,139,9909.31,42.7,8
CUST02677,33,Male,Bachelor,Medium,Asia-Pacific,Mobile,Gold,Paid Search,119,23875.24,95.8,7
CUST02678,31,Female,High School,Low,Asia-Pacific,Tablet,Silver,Social Media,557,23700.77,90.8,5
CUST02679,38,Female,High School,High,North America,Tablet,Gold,Social Media,254,19029.81,72.8,5
CUST02680,34,Male,Bachelor,Medium-Low,North America,Desktop,Bronze,Referral,1032,2820.42,32.5,0
CUST02681,46,Male,Master,Medium-Low,North America,Mobile,Silver,Social Media,26,12453.99,32.7,3
CUST02682,51,Male,Bachelor,Medium-High,North America,Mobile,Platinum,Referral,456,19170.64,61.7,13
CUST02683,39,Male,Master,Medium,North America,Mobile,Silver,Organic Search,56,6677.84,45.7,3
CUST02684,28,Male,Associate,Medium-High,Europe,Desktop,Bronze,Display Ads,739,5427.43,92.9,4
CUST02685,37,Male,Master,Medium-High,Middle East,Mobile,Silver,Direct,320,25186.86,64.7,5
CUST02686,58,Female,PhD,Medium,North America,Desktop,Platinum,Direct,309,48777.79,58.5,11
CUST02687,29,Male,Bachelor,Medium,Asia-Pacific,Desktop,Bronze,Email,24,5021.42,61.8,1
CUST02688,40,Male,Associate,Medium-Low,North America,Mobile,Silver,Paid Search,27,12946.1,51.8,8
CUST02689,45,Female,Master,Medium-High,North America,Tablet,Bronze,Social Media,327,1894.33,71.7,1
CUST02690,37,Female,Associate,Medium-High,North America,Mobile,Silver,Email,687,1701.68,61.4,6
CUST02691,32,Female,Associate,Medium-Low,Middle East,Mobile,Silver,Display Ads,47,6472.57,60.7,5
CUST02692,28,Male,PhD,Low,Latin America,Desktop,Silver,Direct,4,4349.33,51.8,6
CUST02693,32,Male,High School,Medium-High,Asia-Pacific,Mobile,Silver,Social Media,45,21973.36,39.3,6
CUST02694,36,Non-binary,Bachelor,Medium-High,Europe,Desktop,Platinum,Social Media,202,27994.23,99.0,9
CUST02695,36,Male,Master,Medium-Low,Asia-Pacific,Mobile,Bronze,Social Media,365,1461.13,60.5,2
CUST02696,34,Non-binary,Bachelor,Medium,North America,Mobile,Bronze,Email,439,5394.02,45.0,0
CUST02697,30,Female,Bachelor,Medium,North America,Desktop,Gold,Email,223,46206.49,73.6,10
CUST02698,38,Male,PhD,Medium,Europe,Desktop,Silver,Paid Search,641,8763.56,72.5,5
CUST02699,30,Male,Bachelor,Medium-High,North America,Desktop,Silver,Paid Search,343,8782.29,53.7,3
CUST02700,38,Female,Associate,Medium-High,Europe,Desktop,Gold,Direct,713,39148.75,72.7,7
CUST02701,38,Non-binary,Master,Low,North America,Tablet,Gold,Social Media,70,17223.93,96.7,15
CUST02702,34,Female,High School,Medium,Middle East,Mobile,Bronze,Social Media,301,10422.45,79.0,1
CUST02703,25,Male,Bachelor,Medium-Low,Latin America,Mobile,Silver,Social Media,151,2054.19,55.0,6
CUST02704,36,Male,Associate,Medium-High,North America,Mobile,Gold,Paid Search,367,1403.55,55.1,3
CUST02705,20,Male,Associate,Low,North America,Tablet,Bronze,Organic Search,334,4116.33,40.6,6
CUST02706,38,Male,Bachelor,Medium-Low,North America,Desktop,Bronze,Organic Search,325,5540.8,92.0,0
CUST02707,33,Male,Associate,Low,North America,Tablet,Silver,Organic Search,476,18530.24,48.3,0
CUST02708,32,Male,Bachelor,Medium-Low,North America,Desktop,Bronze,Organic Search,36,10473.56,45.0,3
CUST02709,39,Male,Master,Medium-High,Europe,Mobile,Silver,Paid Search,34,5521.15,46.0,5
CUST02710,38,Female,Bachelor,Low,Asia-Pacific,Desktop,Bronze,Email,66,6559.35,95.7,2
CUST02711,31,Male,Bachelor,Medium,Latin America,Mobile,Gold,Social Media,225,19215.15,78.3,10
CUST02712,47,Female,Master,Medium-High,Asia-Pacific,Mobile,Platinum,Display Ads,1095,20832.32,45.5,8
CUST02713,28,Female,Associate,Medium,North America,Desktop,Bronze,Organic Search,40,7897.27,40.9,2
CUST02714,33,Male,Bachelor,Medium-High,North America,Mobile,Gold,Email,56,17643.74,60.4,9
CUST02715,32,Non-binary,Associate,Medium,North America,Tablet,Bronze,Email,2,3976.44,58.6,2
CUST02716,26,Female,Associate,Medium-High,Latin America,Mobile,Gold,Email,101,28479.15,82.7,3
CUST02717,33,Male,High School,Medium-Low,North America,Mobile,Silver,Display Ads,395,11992.65,32.3,4
CUST02718,35,Female,Bachelor,Medium,Europe,Desktop,Bronze,Social Media,26,7889.49,73.3,2
CUST02719,25,Female,Associate,Low,North America,Mobile,Bronze,Email,21,884.87,69.4,3
CUST02720,45,Male,High School,Medium-High,North America,Mobile,Platinum,Social Media,361,68760.84,40.8,10
CUST02721,35,Female,Bachelor,Medium,North America,Desktop,Bronze,Social Media,435,2408.48,86.3,1
CUST02722,33,Female,Master,Medium-High,Europe,Tablet,Gold,Email,352,41665.74,85.9,4
CUST02723,36,Non-binary,High School,Medium-Low,Asia-Pacific,Mobile,Bronze,Social Media,166,7019.87,85.2,2
CUST02724,30,Female,PhD,Medium-Low,Middle East,Desktop,Bronze,Referral,351,4736.08,72.6,3
CUST02725,28,Female,Associate,Medium-Low,Europe,Mobile,Gold,Referral,1049,35632.55,79.8,7
CUST02726,33,Male,Bachelor,Medium,Latin America,Tablet,Bronze,Display Ads,295,4990.52,48.0,2
CUST02727,40,Female,Associate,Medium-High,Asia-Pacific,Desktop,Gold,Display Ads,431,10590.51,92.4,5
CUST02728,36,Male,High School,High,North America,Desktop,Gold,Referral,78,7400.08,64.5,9
CUST02729,42,Female,Master,Medium,Latin America,Mobile,Gold,Organic Search,808,19971.88,65.8,8
CUST02730,35,Female,Bachelor,Medium,Asia-Pacific,Mobile,Platinum,Social Media,764,17174.9,52.2,15
CUST02731,33,Female,PhD,Medium-Low,Europe,Mobile,Silver,Organic Search,958,7550.74,90.3,5
CUST02732,41,Male,Master,Medium-Low,Europe,Desktop,Gold,Social Media,48,12096.41,67.0,6
CUST02733,39,Female,Associate,Medium,Europe,Desktop,Silver,Organic Search,715,3573.15,96.0,5
CUST02734,44,Female,Bachelor,Medium,Asia-Pacific,Desktop,Platinum,Social Media,521,108285.7,66.4,16
CUST02735,41,Male,Bachelor,Medium,North America,Mobile,Gold,Email,119,31574.31,70.5,8
CUST02736,34,Female,Bachelor,Medium-Low,Latin America,Tablet,Bronze,Display Ads,364,4960.82,87.2,7
CUST02737,24,Female,High School,Medium-High,North America,Tablet,Gold,Organic Search,715,1320.78,58.1,11
CUST02738,51,Male,Associate,Medium,North America,Desktop,Platinum,Email,199,57615.32,35.2,6
CUST02739,32,Male,Associate,Medium,Middle East,Desktop,Silver,Direct,400,5502.65,75.5,3
CUST02740,45,Female,Bachelor,Medium-High,Europe,Mobile,Gold,Paid Search,91,13183.26,68.8,6
CUST02741,41,Male,PhD,Medium,Asia-Pacific,Desktop,Bronze,Organic Search,302,1579.31,59.1,5
CUST02742,41,Female,High School,Low,Europe,Desktop,Silver,Paid Search,144,8070.97,42.9,3
CUST02743,29,Male,Bachelor,Medium-Low,North America,Mobile,Bronze,Direct,292,7601.56,69.6,2
CUST02744,37,Male,PhD,Medium,North America,Tablet,Gold,Paid Search,169,31903.6,79.4,4
CUST02745,43,Female,Bachelor,Medium,Europe,Tablet,Silver,Display Ads,858,1467.33,59.6,3
CUST02746,32,Female,Bachelor,Medium,North America,Desktop,Gold,Email,239,14785.91,91.0,6
CUST02747,27,Male,PhD,Low,Europe,Mobile,Bronze,Organic Search,200,2971.86,79.0,2
CUST02748,44,Female,Bachelor,Medium-High,Europe,Desktop,Bronze,Direct,156,7481.14,85.4,5
CUST02749,34,Female,Master,Medium,Latin America,Mobile,Silver,Direct,743,3999.19,60.4,4
CUST02750,27,Female,Bachelor,Medium,Latin America,Mobile,Silver,Email,534,3809.36,33.7,6
CUST02751,30,Female,Bachelor,Medium-Low,North America,Desktop,Bronze,Organic Search,1095,9141.27,70.8,0
CUST02752,42,Male,Bachelor,Low,North America,Desktop,Gold,Organic Search,485,18994.55,54.4,10
CUST02753,38,Female,Master,Medium,North America,Mobile,Platinum,Email,156,15412.16,79.9,15
CUST02754,36,Female,Bachelor,Low,Europe,Tablet,Silver,Paid Search,133,13031.37,76.6,2
CUST02755,54,Male,Bachelor,Medium-High,Europe,Desktop,Platinum,Email,995,23874.79,30.9,9
CUST02756,35,Male,Associate,Medium,North America,Mobile,Silver,Email,441,16329.62,78.1,5
CUST02757,28,Male,Associate,Medium,North America,Desktop,Platinum,Display Ads,838,68777.47,95.2,12
CUST02758,32,Female,Master,Medium,Asia-Pacific,Desktop,Bronze,Paid Search,389,2399.98,80.9,3
CUST02759,36,Female,PhD,High,North America,Mobile,Platinum,Email,1095,43316.16,31.9,15
CUST02760,27,Female,Bachelor,Medium,North America,Mobile,Silver,Email,37,9029.11,91.4,5
CUST02761,45,Male,Bachelor,Medium-Low,Europe,Mobile,Bronze,Social Media,352,1945.2,40.4,4
CUST02762,30,Male,Associate,Medium,North America,Desktop,Silver,Referral,208,3684.45,46.3,6
CUST02763,31,Male,Bachelor,Medium-High,North America,Mobile,Silver,Organic Search,592,8303.24,44.3,6
CUST02764,21,Female,High School,Low,Asia-Pacific,Mobile,Bronze,Paid Search,99,1963.98,41.5,5
CUST02765,50,Female,Master,Medium-Low,Europe,Mobile,Platinum,Referral,403,47743.0,32.0,8
CUST02766,22,Female,Master,Medium-High,North America,Mobile,Silver,Display Ads,618,4370.31,88.6,4
CUST02767,33,Male,Master,Medium-Low,Europe,Desktop,Silver,Social Media,127,19282.84,77.8,2
CUST02768,36,Male,Master,Medium-High,North America,Mobile,Silver,Social Media,120,1805.72,74.4,4
CUST02769,45,Female,Bachelor,Medium,Asia-Pacific,Mobile,Gold,Paid Search,191,2708.58,40.4,8
CUST02770,35,Male,Master,High,North America,Desktop,Silver,Social Media,768,910.65,98.1,5
CUST02771,28,Female,PhD,Medium-Low,Europe,Desktop,Silver,Organic Search,1051,16522.51,80.4,5
CUST02772,37,Female,Master,Medium,North America,Mobile,Gold,Paid Search,357,8308.33,69.7,9
CUST02773,30,Female,Master,High,North America,Desktop,Bronze,Email,390,5790.46,92.9,3
CUST02774,47,Female,Bachelor,Medium,Asia-Pacific,Mobile,Platinum,Social Media,861,48455.2,54.7,15
CUST02775,46,Female,Master,Low,Europe,Desktop,Bronze,Direct,156,2735.38,39.3,0
CUST02776,47,Female,PhD,Medium-High,North America,Desktop,Gold,Email,39,23345.28,67.9,9
CUST02777,41,Female,Master,Medium,North America,Mobile,Gold,Paid Search,227,30288.11,66.8,4
CUST02778,35,Male,Bachelor,Medium,North America,Desktop,Bronze,Email,1095,4170.47,30.0,6
CUST02779,38,Female,High School,Low,North America,Mobile,Silver,Referral,241,14008.39,91.2,3
CUST02780,36,Male,PhD,Medium-Low,North America,Tablet,Silver,Display Ads,747,16936.77,61.2,6
CUST02781,32,Male,High School,Low,Latin America,Tablet,Silver,Organic Search,46,7357.39,33.9,6
CUST02782,32,Male,Master,Low,Latin America,Mobile,Bronze,Email,278,1607.13,45.2,1
CUST02783,41,Female,Bachelor,Low,Europe,Mobile,Bronze,Social Media,830,3404.15,40.8,4
CUST02784,43,Male,Associate,Medium-High,Middle East,Mobile,Gold,Email,830,35161.3,66.1,9
CUST02785,25,Male,Bachelor,High,North America,Desktop,Silver,Referral,1095,9830.23,70.6,3
CUST02786,41,Male,High School,Medium,Middle East,Mobile,Gold,Paid Search,267,37162.4,81.5,7
CUST02787,40,Male,Master,Medium-Low,North America,Mobile,Bronze,Email,176,15614.63,46.6,1
CUST02788,37,Male,Associate,Medium-Low,North America,Tablet,Gold,Referral,438,7338.11,50.4,12
CUST02789,32,Female,Master,Medium-High,Asia-Pacific,Desktop,Gold,Social Media,504,10890.03,59.5,1
CUST02790,42,Male,High School,Low,Latin America,Mobile,Gold,Paid Search,103,34804.36,94.7,6
CUST02791,21,Male,Bachelor,Low,Latin America,Mobile,Bronze,Social Media,1016,4529.61,58.8,0
CUST02792,38,Male,Master,Medium-Low,Latin America,Desktop,Bronze,Organic Search,224,7880.93,90.8,2
CUST02793,28,Female,Master,Medium-Low,Middle East,Desktop,Bronze,Referral,1095,2706.01,57.4,3
CUST02794,44,Female,High School,Medium-High,North America,Mobile,Platinum,Social Media,214,78276.2,79.3,9
CUST02795,29,Male,Associate,Medium-Low,Europe,Mobile,Bronze,Organic Search,591,2885.84,63.8,3
CUST02796,27,Male,Master,Medium,North America,Mobile,Platinum,Organic Search,483,16649.15,57.4,12
CUST02797,35,Male,Bachelor,Medium,Europe,Desktop,Silver,Email,191,7205.21,42.9,5
CUST02798,32,Female,Bachelor,Medium-Low,Asia-Pacific,Desktop,Gold,Referral,106,22069.43,88.2,13
CUST02799,39,Male,High School,Medium-Low,Europe,Desktop,Platinum,Paid Search,376,58202.06,57.0,12
CUST02800,18,Female,Master,High,Europe,Mobile,Bronze,Organic Search,389,3213.86,52.7,2
CUST02801,40,Male,Master,Medium,Europe,Desktop,Bronze,Organic Search,566,2182.65,88.8,2
CUST02802,40,Female,High School,Medium,Middle East,Mobile,Bronze,Referral,1095,5277.01,76.1,1
CUST02803,33,Male,Associate,Medium,North America,Mobile,Bronze,Social Media,343,2782.01,59.6,1
CUST02804,43,Female,Bachelor,Medium-High,Middle East,Desktop,Gold,Display Ads,446,17436.07,44.9,4
CUST02805,46,Female,Master,High,Asia-Pacific,Mobile,Platinum,Paid Search,193,14955.84,72.2,9
CUST02806,38,Female,Bachelor,High,Asia-Pacific,Desktop,Platinum,Organic Search,294,41043.66,60.4,12
CUST02807,35,Female,PhD,Medium,Asia-Pacific,Mobile,Platinum,Organic Search,511,64736.2,91.1,8
CUST02808,27,Female,High School,Medium,Europe,Mobile,Bronze,Referral,979,1585.06,68.7,1
CUST02809,33,Male,Bachelor,Medium,Europe,Desktop,Silver,Social Media,554,18522.58,39.1,4
CUST02810,40,Female,Master,Low,Europe,Mobile,Gold,Referral,255,22299.18,41.6,8
CUST02811,34,Female,High School,Medium,North America,Desktop,Bronze,Social Media,0,6407.26,63.1,1
CUST02812,46,Male,Bachelor,Medium,North America,Tablet,Platinum,Social Media,213,19256.41,32.9,9
CUST02813,31,Female,High School,Medium,Latin America,Mobile,Gold,Social Media,163,11020.3,88.7,7
CUST02814,37,Female,PhD,Medium,Asia-Pacific,Tablet,Silver,Email,162,17639.69,64.3,3
CUST02815,36,Male,Master,Medium-Low,Latin America,Desktop,Silver,Organic Search,208,4792.73,75.9,5
CUST02816,29,Female,Bachelor,Medium,North America,Mobile,Silver,Email,761,3339.28,30.3,3
CUST02817,30,Male,Bachelor,Medium,Asia-Pacific,Mobile,Bronze,Paid Search,85,702.27,62.0,2
CUST02818,43,Non-binary,Bachelor,Medium-High,North America,Desktop,Gold,Social Media,1095,23213.88,85.9,9
CUST02819,34,Female,Master,Medium,Asia-Pacific,Mobile,Bronze,Organic Search,7,3942.89,37.2,3
CUST02820,31,Male,Associate,Medium,Europe,Mobile,Bronze,Direct,270,5256.65,37.4,3
CUST02821,43,Female,Associate,Medium-High,Europe,Mobile,Platinum,Social Media,126,45512.16,44.1,12
CUST02822,55,Female,Associate,Medium-Low,Latin America,Mobile,Gold,Direct,96,12142.83,70.3,13
CUST02823,28,Male,Bachelor,Medium,Middle East,Desktop,Bronze,Referral,25,2665.18,85.1,0
CUST02824,40,Non-binary,Master,Medium-Low,North America,Desktop,Bronze,Organic Search,169,3538.97,36.6,6
CUST02825,40,Male,PhD,Medium,Asia-Pacific,Mobile,Silver,Paid Search,483,17459.7,53.2,4
CUST02826,49,Male,Bachelor,High,North America,Mobile,Platinum,Display Ads,442,14616.56,49.5,9
CUST02827,43,Female,Master,Medium-Low,North America,Mobile,Platinum,Paid Search,680,35397.1,39.5,20
CUST02828,37,Female,Bachelor,Medium,North America,Mobile,Silver,Display Ads,433,2149.05,73.5,2
CUST02829,45,Male,High School,High,Europe,Mobile,Platinum,Referral,58,25332.05,36.3,10
CUST02830,48,Non-binary,PhD,Medium-High,Latin America,Mobile,Gold,Social Media,41,40850.14,60.5,8
CUST02831,32,Male,Bachelor,Medium,Europe,Mobile,Bronze,Email,782,2160.33,33.3,2
CUST02832,38,Female,Bachelor,Medium-High,North America,Desktop,Platinum,Paid Search,253,47038.33,57.9,13
CUST02833,42,Female,High School,Medium,Asia-Pacific,Desktop,Gold,Display Ads,263,11651.74,77.6,5
CUST02834,35,Female,Associate,Low,North America,Desktop,Bronze,Social Media,168,4028.37,83.4,1
CUST02835,29,Female,Associate,Medium,North America,Mobile,Silver,Social Media,158,2682.14,84.2,7
CUST02836,44,Female,Bachelor,Medium-Low,North America,Desktop,Gold,Email,356,20880.36,36.0,6
CUST02837,34,Female,Bachelor,Medium-High,Asia-Pacific,Mobile,Silver,Social Media,503,20073.13,59.5,9
CUST02838,32,Male,Bachelor,High,Europe,Desktop,Silver,Organic Search,182,8478.88,53.8,4
CUST02839,29,Male,Bachelor,Medium-Low,Latin America,Desktop,Bronze,Email,639,6693.97,31.1,5
CUST02840,39,Male,PhD,Medium-High,North America,Mobile,Platinum,Email,119,39685.75,82.0,13
CUST02841,45,Male,Bachelor,Medium,Asia-Pacific,Tablet,Platinum,Email,52,32368.22,39.5,7
CUST02842,26,Female,Bachelor,High,North America,Mobile,Gold,Paid Search,604,11470.24,51.3,7
CUST02843,43,Male,Bachelor,Medium-High,Europe,Mobile,Platinum,Paid Search,450,119174.43,36.7,14
CUST02844,39,Male,Bachelor,Medium-High,Europe,Desktop,Silver,Social Media,929,5374.57,57.2,6
CUST02845,29,Male,Master,Medium,Middle East,Mobile,Bronze,Email,607,10732.54,44.2,3
CUST02846,33,Male,Bachelor,Medium-Low,North America,Mobile,Bronze,Display Ads,441,3088.05,42.4,4
CUST02847,33,Female,Master,Medium-High,North America,Desktop,Gold,Paid Search,1095,14874.59,84.8,7
CUST02848,38,Male,Bachelor,Medium-Low,Europe,Mobile,Gold,Organic Search,323,39990.25,61.6,5
CUST02849,28,Male,PhD,High,North America,Mobile,Gold,Social Media,10,32338.11,67.3,10
CUST02850,32,Male,Bachelor,Medium,Europe,Desktop,Silver,Social Media,590,5974.85,32.5,5
CUST02851,43,Female,Bachelor,Medium-High,Latin America,Mobile,Platinum,Social Media,145,42442.17,76.8,8
CUST02852,33,Male,Master,Medium-Low,Middle East,Desktop,Silver,Social Media,415,7566.09,40.7,7
CUST02853,25,Male,Bachelor,Medium-High,North America,Mobile,Bronze,Social Media,63,1241.67,31.7,3
CUST02854,29,Male,Master,Medium-Low,Europe,Mobile,Silver,Organic Search,205,9139.69,77.4,3
CUST02855,44,Female,Master,Medium-Low,Europe,Desktop,Silver,Social Media,662,22644.46,81.0,3
CUST02856,33,Male,Bachelor,Medium,North America,Desktop,Bronze,Paid Search,352,6129.79,37.7,4
CUST02857,37,Male,Bachelor,High,Europe,Mobile,Gold,Social Media,930,22271.85,62.5,11
CUST02858,45,Female,Master,Medium-Low,North America,Tablet,Silver,Organic Search,601,16378.32,63.0,2
CUST02859,33,Female,Master,Medium,North America,Tablet,Bronze,Display Ads,322,1537.64,73.1,2
CUST02860,37,Male,Master,Medium-Low,Europe,Mobile,Silver,Referral,311,4604.71,43.3,3
CUST02861,31,Male,Associate,Medium-High,North America,Mobile,Gold,Organic Search,396,19634.46,76.3,11
CUST02862,30,Female,PhD,Medium,Europe,Mobile,Bronze,Organic Search,1095,3737.62,52.7,1
CUST02863,37,Male,Bachelor,High,Europe,Desktop,Gold,Display Ads,907,22240.18,85.8,4
CUST02864,32,Female,Bachelor,Medium-High,Europe,Desktop,Gold,Email,134,47551.29,65.2,12
CUST02865,33,Female,High School,Medium-High,Middle East,Desktop,Gold,Social Media,565,25803.44,99.5,7
CUST02866,41,Male,High School,Medium-Low,Europe,Desktop,Gold,Paid Search,365,7307.78,99.1,5
CUST02867,34,Female,Bachelor,Medium-Low,Europe,Desktop,Silver,Email,427,4641.61,49.8,5
CUST02868,29,Male,High School,Medium,Latin America,Mobile,Bronze,Email,239,2366.59,82.4,2
CUST02869,34,Male,Bachelor,Medium-High,North America,Tablet,Platinum,Social Media,257,2929.58,98.1,11
CUST02870,41,Female,High School,Low,Asia-Pacific,Mobile,Bronze,Organic Search,118,10479.03,78.9,2
CUST02871,41,Male,Master,Medium,Europe,Mobile,Bronze,Organic Search,134,2304.94,57.4,3
CUST02872,45,Female,Bachelor,Medium-High,Europe,Mobile,Gold,Organic Search,769,12475.17,95.2,6
